function_count,parameter_count,variable_count,declaration_count,if_count,for_count,while_count,switch_count,return_count,call_count,argument_count,assignment_count,binary_expression_count,identifier_count,block_count,expression_count,literal_count,ast_nodes,leaf_nodes,internal_nodes,max_depth,leaf_ratio,internal_ratio,branch_density,call_density,identifier_density,expression_density,variable_density,statement_density,nesting_factor,cyclomatic_estimate,avg_parameters,LOC,language,task_id,task_idx,SSI
1,0,1,1,1,1,0,0,1,5,4,1,1,16,3,0,2,71,46,25,12,0.647887323943662,0.352112676056338,0.028169014084507,0.0704225352112676,0.2253521126760563,0.0,0.0140845070422535,0.0,0.1690140845070422,3,0.0,6,python,Python/104,104,-1.2502874901626027
1,0,3,3,0,1,0,0,1,2,2,3,0,15,4,0,19,141,99,42,10,0.7021276595744681,0.2978723404255319,0.0070921985815602,0.0141843971631205,0.1063829787234042,0.0,0.0212765957446808,0.0,0.0709219858156028,2,0.0,20,python,Python/105,105,-0.6416776747352015
1,0,3,3,1,3,0,0,1,3,3,3,4,24,6,0,10,115,79,36,12,0.6869565217391305,0.3130434782608696,0.0347826086956521,0.0260869565217391,0.208695652173913,0.0,0.0260869565217391,0.0,0.1043478260869565,5,0.0,12,python,Python/106,106,0.1977208216701969
2,0,2,2,1,1,0,0,2,5,5,2,3,23,5,0,11,123,82,41,10,0.6666666666666666,0.3333333333333333,0.016260162601626,0.040650406504065,0.1869918699186991,0.0,0.016260162601626,0.0,0.08130081300813,3,0.0,11,python,Python/107,107,-0.3376890584815905
2,0,4,4,1,0,0,0,2,7,7,4,2,29,3,0,7,134,89,45,13,0.664179104477612,0.3358208955223881,0.0074626865671641,0.0522388059701492,0.2164179104477611,0.0,0.0298507462686567,0.0,0.0970149253731343,2,0.0,8,python,Python/108,108,-0.25220279541828705
1,0,5,5,2,1,0,0,3,6,6,5,1,28,4,0,5,121,80,41,8,0.6611570247933884,0.3388429752066115,0.024793388429752,0.0495867768595041,0.2314049586776859,0.0,0.0413223140495867,0.0,0.0661157024793388,4,0.0,12,python,Python/109,109,0.2019759966877477
1,0,2,2,3,2,0,0,2,0,0,2,2,15,6,0,10,84,57,27,8,0.6785714285714286,0.3214285714285714,0.0595238095238095,0.0,0.1785714285714285,0.0,0.0238095238095238,0.0,0.0952380952380952,6,0.0,12,python,Python/110,110,-0.07252970306015072
1,0,5,5,3,2,0,0,1,4,4,5,0,29,6,0,4,126,83,43,12,0.6587301587301587,0.3412698412698413,0.0396825396825396,0.0317460317460317,0.2301587301587301,0.0,0.0396825396825396,0.0,0.0952380952380952,6,0.0,12,python,Python/111,111,0.5541762848424894
1,0,1,1,0,0,0,0,1,1,1,1,0,13,1,0,2,62,42,20,10,0.6774193548387096,0.3225806451612903,0.0,0.0161290322580645,0.2096774193548387,0.0,0.0161290322580645,0.0,0.1612903225806451,1,0.0,3,python,Python/112,112,-2.205243195249327
1,0,2,2,0,1,0,0,1,7,6,2,9,22,2,0,7,119,78,41,17,0.6554621848739496,0.3445378151260504,0.0084033613445378,0.0588235294117647,0.1848739495798319,0.0,0.0168067226890756,0.0,0.1428571428571428,2,0.0,6,python,Python/113,113,-0.6744079535255245
1,0,6,6,2,1,0,0,1,2,1,6,0,23,4,0,5,90,61,29,9,0.6777777777777778,0.3222222222222222,0.0333333333333333,0.0222222222222222,0.2555555555555555,0.0,0.0666666666666666,0.0,0.1,4,0.0,12,python,Python/114,114,-0.08970774606884596
1,0,0,0,0,0,0,0,1,3,3,0,1,12,1,0,0,48,31,17,12,0.6458333333333334,0.3541666666666667,0.0,0.0625,0.25,0.0,0.0,0.0,0.25,1,0.0,3,python,Python/115,115,-2.6028230221781103
1,0,0,0,0,0,0,0,1,4,4,0,0,10,1,0,2,55,35,20,13,0.6363636363636364,0.3636363636363636,0.0,0.0727272727272727,0.1818181818181818,0.0,0.0,0.0,0.2363636363636363,1,0.0,2,python,Python/116,116,-2.464823896704987
1,0,2,2,2,2,0,0,1,5,5,2,0,22,5,0,8,126,86,40,12,0.6825396825396826,0.3174603174603174,0.0317460317460317,0.0396825396825396,0.1746031746031746,0.0,0.0158730158730158,0.0,0.0952380952380952,5,0.0,10,python,Python/117,117,-0.05583106772495455
1,0,1,1,3,1,0,0,3,3,3,1,3,20,5,0,18,171,119,52,13,0.695906432748538,0.3040935672514619,0.023391812865497,0.0175438596491228,0.1169590643274853,0.0,0.0058479532163742,0.0,0.0760233918128654,5,0.0,9,python,Python/118,118,0.12851719324994776
2,0,5,5,2,1,0,0,3,2,2,5,4,24,6,0,15,138,94,44,12,0.6811594202898551,0.3188405797101449,0.0217391304347826,0.0144927536231884,0.1739130434782608,0.0,0.036231884057971,0.0,0.0869565217391304,4,0.0,14,python,Python/119,119,0.4719991232890627
1,0,1,1,1,0,0,0,2,1,1,1,0,10,2,0,1,48,31,17,7,0.6458333333333334,0.3541666666666667,0.0208333333333333,0.0208333333333333,0.2083333333333333,0.0,0.0208333333333333,0.0,0.1458333333333333,2,0.0,6,python,Python/120,120,-1.9506907888099496
1,0,0,0,0,0,0,0,1,2,2,0,2,10,1,0,4,52,34,18,11,0.6538461538461539,0.3461538461538461,0.0,0.0384615384615384,0.1923076923076923,0.0,0.0,0.0,0.2115384615384615,1,0.0,2,python,Python/121,121,-2.4905535398789684
1,0,0,0,0,0,0,0,1,3,2,0,0,11,1,0,1,47,31,16,12,0.6595744680851063,0.3404255319148936,0.0,0.0638297872340425,0.2340425531914893,0.0,0.0,0.0,0.2553191489361702,1,0.0,2,python,Python/122,122,-2.628956371130821
1,0,4,4,3,0,1,0,1,3,3,4,6,19,7,0,10,111,71,40,11,0.6396396396396397,0.3603603603603603,0.036036036036036,0.027027027027027,0.1711711711711711,0.0,0.036036036036036,0.0,0.0990990990990991,5,0.0,13,python,Python/123,123,0.33668470852149407
1,0,3,3,4,0,0,0,6,5,5,3,0,30,7,0,27,194,133,61,10,0.6855670103092784,0.3144329896907216,0.0206185567010309,0.0257731958762886,0.1546391752577319,0.0,0.0154639175257731,0.0,0.0515463917525773,5,0.0,16,python,Python/124,124,0.86170989774333
1,0,0,0,1,0,0,0,3,6,6,0,1,17,4,0,6,112,71,41,16,0.6339285714285714,0.3660714285714285,0.0089285714285714,0.0535714285714285,0.1517857142857142,0.0,0.0,0.0,0.1428571428571428,2,0.0,7,python,Python/125,125,-1.1445145057857913
1,0,1,1,2,1,0,0,3,5,3,1,1,25,5,0,8,123,84,39,11,0.6829268292682927,0.3170731707317073,0.024390243902439,0.040650406504065,0.2032520325203252,0.0,0.008130081300813,0.0,0.089430894308943,4,0.0,10,python,Python/126,126,-0.36236120477127665
2,0,3,3,4,1,0,0,6,4,4,3,2,27,7,0,16,153,104,49,10,0.6797385620915033,0.3202614379084967,0.0326797385620915,0.0261437908496732,0.1764705882352941,0.0,0.0196078431372549,0.0,0.065359477124183,6,0.0,16,python,Python/127,127,0.9424991495275814
1,0,1,1,1,0,0,0,2,5,5,1,2,17,2,0,5,89,58,31,14,0.651685393258427,0.348314606741573,0.0112359550561797,0.0561797752808988,0.1910112359550561,0.0,0.0112359550561797,0.0,0.1573033707865168,2,0.0,4,python,Python/128,128,-1.3305065805737848
1,0,5,5,6,3,0,0,1,11,11,5,9,59,11,0,13,258,173,85,16,0.6705426356589147,0.3294573643410852,0.0348837209302325,0.0426356589147286,0.2286821705426356,0.0,0.0193798449612403,0.0,0.0620155038759689,10,0.0,23,python,Python/129,129,2.833944229137558
1,0,1,1,2,1,0,0,2,3,3,1,10,19,5,0,14,121,81,40,14,0.6694214876033058,0.3305785123966942,0.024793388429752,0.024793388429752,0.1570247933884297,0.0,0.0082644628099173,0.0,0.1157024793388429,4,0.0,10,python,Python/130,130,-0.2826036158205081
1,0,4,4,2,1,0,0,2,2,2,4,2,17,5,0,7,79,52,27,9,0.6582278481012658,0.3417721518987341,0.0379746835443038,0.0253164556962025,0.2151898734177215,0.0,0.050632911392405,0.0,0.1139240506329113,4,0.0,12,python,Python/131,131,-0.30838720624800586
1,0,5,5,2,2,0,0,1,6,6,5,0,33,6,0,6,140,93,47,10,0.6642857142857143,0.3357142857142857,0.0285714285714285,0.0428571428571428,0.2357142857142857,0.0,0.0357142857142857,0.0,0.0714285714285714,5,0.0,17,python,Python/132,132,0.5119094993225352
1,0,1,1,0,1,0,0,1,1,1,1,1,11,2,0,2,43,28,15,9,0.6511627906976745,0.3488372093023256,0.0232558139534883,0.0232558139534883,0.2558139534883721,0.0,0.0232558139534883,0.0,0.2093023255813953,2,0.0,6,python,Python/133,133,-2.0443483655411523
1,0,1,1,0,0,0,0,1,4,4,1,0,10,1,0,7,70,46,24,12,0.6571428571428571,0.3428571428571428,0.0,0.0571428571428571,0.1428571428571428,0.0,0.0142857142857142,0.0,0.1714285714285714,1,0.0,3,python,Python/134,134,-1.9645760281687832
1,0,3,3,1,0,1,0,1,1,1,3,1,15,3,0,4,63,42,21,9,0.6666666666666666,0.3333333333333333,0.0317460317460317,0.0158730158730158,0.238095238095238,0.0,0.0476190476190476,0.0,0.1428571428571428,3,0.0,8,python,Python/135,135,-0.9032017347859139
1,0,2,2,0,0,0,0,1,6,6,2,0,20,1,0,4,86,58,28,10,0.6744186046511628,0.3255813953488372,0.0,0.0697674418604651,0.2325581395348837,0.0,0.0232558139534883,0.0,0.1162790697674418,1,0.0,4,python,Python/136,136,-1.4755236238147782
1,0,3,3,3,0,0,0,2,8,8,3,0,29,4,0,5,128,86,42,9,0.671875,0.328125,0.0234375,0.0625,0.2265625,0.0,0.0234375,0.0,0.0703125,4,0.0,6,python,Python/137,137,-0.10218131647804357
1,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0,3,25,16,9,7,0.64,0.36,0.0,0.0,0.16,0.0,0.0,0.0,0.28,1,0.0,2,python,Python/138,138,-3.218367346730114
1,0,2,2,0,1,0,0,1,1,1,2,1,12,2,0,4,46,32,14,7,0.6956521739130435,0.3043478260869565,0.0217391304347826,0.0217391304347826,0.2608695652173913,0.0,0.0434782608695652,0.0,0.1521739130434782,2,0.0,7,python,Python/139,139,-1.6047998997444388
1,0,4,4,3,0,1,0,1,1,1,4,10,39,9,0,17,196,131,65,16,0.6683673469387755,0.3316326530612244,0.0204081632653061,0.0051020408163265,0.1989795918367347,0.0,0.0204081632653061,0.0,0.0816326530612244,5,0.0,21,python,Python/140,140,1.0125489500744222
1,0,3,3,5,0,0,0,6,6,6,3,0,23,6,0,18,189,125,64,10,0.6613756613756614,0.3386243386243386,0.0264550264550264,0.0317460317460317,0.1216931216931216,0.0,0.0158730158730158,0.0,0.0529100529100529,6,0.0,15,python,Python/141,141,0.8458489014287963
1,0,1,1,1,1,0,0,1,6,6,1,5,24,5,0,8,123,80,43,12,0.6504065040650406,0.3495934959349593,0.016260162601626,0.048780487804878,0.1951219512195122,0.0,0.008130081300813,0.0,0.0975609756097561,3,0.0,11,python,Python/142,142,-0.6075408353958308
1,0,4,4,3,2,0,0,1,8,8,4,1,26,6,0,9,132,86,46,12,0.6515151515151515,0.3484848484848485,0.0378787878787878,0.0606060606060606,0.1969696969696969,0.0,0.0303030303030303,0.0,0.0909090909090909,6,0.0,12,python,Python/143,143,0.6715604876450367
1,0,4,4,1,0,0,0,2,7,7,4,4,26,2,0,4,110,72,38,9,0.6545454545454545,0.3454545454545454,0.009090909090909,0.0636363636363636,0.2363636363636363,0.0,0.0363636363636363,0.0,0.0818181818181818,2,0.0,8,python,Python/144,144,-0.5622765536315033
2,0,4,4,1,0,0,0,2,4,4,4,2,24,3,0,6,106,71,35,11,0.6698113207547169,0.330188679245283,0.0094339622641509,0.0377358490566037,0.2264150943396226,0.0,0.0377358490566037,0.0,0.1037735849056603,2,0.0,8,python,Python/145,145,-0.5827915304705271
1,0,3,3,2,1,0,0,1,3,3,3,0,18,4,0,10,94,65,29,14,0.6914893617021277,0.3085106382978723,0.0319148936170212,0.0319148936170212,0.1914893617021276,0.0,0.0319148936170212,0.0,0.1489361702127659,4,0.0,9,python,Python/146,146,-0.42186963858011794
1,0,2,2,1,3,0,0,1,5,5,2,9,36,5,0,7,159,111,48,16,0.6981132075471698,0.3018867924528302,0.0251572327044025,0.0314465408805031,0.2264150943396226,0.0,0.0125786163522012,0.0,0.10062893081761,5,0.0,9,python,Python/147,147,0.4651402581596482
1,0,3,3,2,0,0,0,3,2,2,3,2,26,4,0,10,154,106,48,11,0.6883116883116883,0.3116883116883117,0.0129870129870129,0.0129870129870129,0.1688311688311688,0.0,0.0194805194805194,0.0,0.0714285714285714,3,0.0,10,python,Python/148,148,-0.31947624200053254
1,0,1,1,1,1,0,0,1,4,4,1,1,16,3,0,2,69,45,24,10,0.6521739130434783,0.3478260869565217,0.0289855072463768,0.0579710144927536,0.2318840579710145,0.0,0.0144927536231884,0.0,0.144927536231884,3,0.0,7,python,Python/149,149,-1.2702964009128745
1,0,0,0,2,1,0,0,3,1,1,0,1,13,5,0,3,62,41,21,8,0.6612903225806451,0.3387096774193548,0.0483870967741935,0.0161290322580645,0.2096774193548387,0.0,0.0,0.0,0.1290322580645161,4,0.0,9,python,Python/150,150,-1.1030749647995366
1,0,0,0,0,0,0,0,1,2,2,0,2,10,1,0,5,60,39,21,12,0.65,0.35,0.0,0.0333333333333333,0.1666666666666666,0.0,0.0,0.0,0.2,1,0.0,2,python,Python/151,151,-2.3859872245297993
1,0,0,0,0,0,0,0,1,2,2,0,1,11,1,0,0,41,28,13,8,0.6829268292682927,0.3170731707317073,0.0,0.048780487804878,0.2682926829268293,0.0,0.0,0.0,0.1951219512195122,1,0.0,2,python,Python/152,152,-2.571084313125647
1,0,6,6,1,1,0,0,1,12,12,6,4,51,3,0,4,213,141,72,14,0.6619718309859155,0.3380281690140845,0.0093896713615023,0.056338028169014,0.2394366197183098,0.0,0.028169014084507,0.0,0.0657276995305164,3,0.0,10,python,Python/153,153,0.8131672300860078
1,0,2,2,1,2,0,0,2,4,4,2,6,25,4,0,4,100,67,33,12,0.67,0.33,0.03,0.04,0.25,0.0,0.02,0.0,0.12,4,0.0,8,python,Python/154,154,-0.3215058565752736
1,0,2,2,1,1,0,0,1,3,3,2,1,14,4,0,6,71,47,24,10,0.6619718309859155,0.3380281690140845,0.028169014084507,0.0422535211267605,0.1971830985915492,0.0,0.028169014084507,0.0,0.1408450704225352,3,0.0,9,python,Python/155,155,-1.043947782018237
1,0,5,5,0,0,2,0,1,1,1,5,1,22,3,0,30,176,135,41,9,0.7670454545454546,0.2329545454545454,0.0113636363636363,0.0056818181818181,0.125,0.0,0.0284090909090909,0.0,0.0511363636363636,3,0.0,15,python,Python/156,156,0.5792565397307938
1,0,0,0,0,0,0,0,1,0,0,0,12,22,1,0,0,68,46,22,9,0.6764705882352942,0.3235294117647059,0.0,0.0,0.3235294117647059,0.0,0.0,0.0,0.1323529411764706,1,0.0,2,python,Python/157,157,-2.087502982814071
1,0,0,0,0,0,0,0,1,3,3,0,0,10,1,0,1,49,32,17,15,0.6530612244897959,0.3469387755102041,0.0,0.0612244897959183,0.2040816326530612,0.0,0.0,0.0,0.3061224489795918,1,0.0,2,python,Python/158,158,-2.6871325948891576
1,0,0,0,1,0,0,0,2,0,0,0,3,12,3,0,1,54,37,17,9,0.6851851851851852,0.3148148148148148,0.0185185185185185,0.0,0.2222222222222222,0.0,0.0,0.0,0.1666666666666666,2,0.0,5,python,Python/159,159,-1.9974967212850978
1,0,1,1,0,1,0,0,1,4,4,1,1,17,2,0,2,68,46,22,9,0.6764705882352942,0.3235294117647059,0.0147058823529411,0.0588235294117647,0.25,0.0,0.0147058823529411,0.0,0.1323529411764706,2,0.0,5,python,Python/160,160,-1.52116655868976
1,0,6,6,2,2,0,0,2,4,4,6,0,27,5,0,7,115,77,38,10,0.6695652173913044,0.3304347826086956,0.0347826086956521,0.0347826086956521,0.2347826086956521,0.0,0.0521739130434782,0.0,0.0869565217391304,5,0.0,15,python,Python/161,161,0.5263833022652551
1,0,0,0,0,0,0,0,1,3,3,0,0,9,1,0,2,48,30,18,12,0.625,0.375,0.0,0.0625,0.1875,0.0,0.0,0.0,0.25,1,0.0,3,python,Python/162,162,-2.664397017011864
1,0,2,2,0,0,0,0,1,5,5,2,2,19,1,0,5,78,55,23,9,0.7051282051282052,0.2948717948717949,0.0,0.0641025641025641,0.2435897435897435,0.0,0.0256410256410256,0.0,0.1153846153846153,1,0.0,4,python,Python/163,163,-1.4666493416215034
1,2,6,3,1,2,0,0,2,5,5,0,5,30,3,0,4,161,109,52,16,0.6770186335403726,0.3229813664596273,0.0186335403726708,0.031055900621118,0.186335403726708,0.0,0.0372670807453416,0.0,0.0993788819875776,4,2.0,13,java,Java/0,0,0.29109680729329535
1,1,6,3,3,0,0,0,1,6,8,2,3,31,5,6,5,204,137,67,17,0.6715686274509803,0.3284313725490196,0.0147058823529411,0.0294117647058823,0.1519607843137254,0.0294117647058823,0.0294117647058823,0.0294117647058823,0.0833333333333333,4,1.0,23,java,Java/1,1,0.5959297133193939
1,1,0,0,0,0,0,0,1,0,0,0,1,8,1,0,0,50,32,18,7,0.64,0.36,0.0,0.0,0.16,0.0,0.0,0.0,0.14,1,1.0,7,java,Java/2,2,-2.597641658236408
1,1,2,1,1,0,0,0,2,0,0,1,1,13,3,1,4,92,62,30,10,0.6739130434782609,0.3260869565217391,0.0108695652173913,0.0,0.1413043478260869,0.0108695652173913,0.0217391304347826,0.0108695652173913,0.108695652173913,2,1.0,14,java,Java/3,3,-1.410545175366003
1,1,6,3,0,0,0,0,1,3,3,2,3,27,3,2,0,139,93,46,12,0.6690647482014388,0.3309352517985611,0.0,0.0215827338129496,0.1942446043165467,0.014388489208633,0.0431654676258992,0.014388489208633,0.0863309352517985,1,1.0,16,java,Java/4,4,-0.7995753452921456
1,2,4,2,1,1,0,0,2,10,11,0,4,35,3,3,4,201,135,66,13,0.6716417910447762,0.3283582089552239,0.0099502487562189,0.0497512437810945,0.1741293532338308,0.0149253731343283,0.0199004975124378,0.0149253731343283,0.0646766169154228,3,2.0,16,java,Java/5,5,0.2926156150267176
1,1,8,4,2,0,0,0,1,6,7,3,2,34,6,4,6,215,146,69,17,0.6790697674418604,0.3209302325581395,0.0093023255813953,0.027906976744186,0.1581395348837209,0.0186046511627906,0.0372093023255813,0.0186046511627906,0.0790697674418604,3,1.0,24,java,Java/6,6,0.647871445873104
1,2,2,1,1,0,0,0,1,2,3,0,0,18,3,1,0,117,79,38,12,0.6752136752136753,0.3247863247863248,0.0085470085470085,0.017094017094017,0.1538461538461538,0.0085470085470085,0.017094017094017,0.0085470085470085,0.1025641025641025,2,2.0,13,java,Java/7,7,-1.2382976425850318
1,1,4,2,0,0,0,0,1,1,1,2,0,19,2,2,2,104,70,34,9,0.6730769230769231,0.3269230769230769,0.0,0.0096153846153846,0.1826923076923076,0.0192307692307692,0.0384615384615384,0.0192307692307692,0.0865384615384615,1,1.0,13,java,Java/8,8,-1.4004962471088331
1,1,6,3,2,1,0,0,2,7,8,1,3,34,4,3,3,194,130,64,13,0.6701030927835051,0.3298969072164948,0.0154639175257731,0.0360824742268041,0.1752577319587628,0.0154639175257731,0.0309278350515463,0.0154639175257731,0.0670103092783505,4,1.0,19,java,Java/9,9,0.4689980620064106
2,2,6,3,2,0,2,0,4,9,10,0,5,37,6,3,8,231,154,77,13,0.6666666666666666,0.3333333333333333,0.0173160173160173,0.0389610389610389,0.1601731601731601,0.0129870129870129,0.0259740259740259,0.0129870129870129,0.0562770562770562,5,1.0,29,java,Java/10,10,1.7035228016316084
1,2,4,2,1,1,0,0,1,6,7,0,2,26,4,2,3,152,104,48,13,0.6842105263157895,0.3157894736842105,0.0131578947368421,0.0394736842105263,0.1710526315789473,0.0131578947368421,0.0263157894736842,0.0131578947368421,0.0855263157894736,3,2.0,15,java,Java/11,11,-0.20715703165104837
1,1,2,1,2,0,0,0,2,6,6,1,1,25,4,1,1,142,97,45,12,0.6830985915492958,0.3169014084507042,0.0140845070422535,0.0422535211267605,0.176056338028169,0.0070422535211267,0.0140845070422535,0.0070422535211267,0.0845070422535211,3,1.0,16,java,Java/12,12,-0.5236254955564918
1,2,0,0,3,0,0,0,4,2,2,0,8,25,5,0,2,133,89,44,11,0.6691729323308271,0.3308270676691729,0.0225563909774436,0.0150375939849624,0.18796992481203,0.0,0.0,0.0,0.0827067669172932,4,2.0,17,java,Java/13,13,-0.44616790570975084
1,1,4,2,0,1,0,0,1,3,4,0,1,19,2,1,2,119,80,39,12,0.6722689075630253,0.3277310924369748,0.0084033613445378,0.0252100840336134,0.1596638655462184,0.0084033613445378,0.0336134453781512,0.0084033613445378,0.1008403361344537,2,1.0,11,java,Java/14,14,-0.9812909606252286
1,1,4,2,0,1,0,0,1,4,5,0,1,22,2,3,2,120,81,39,11,0.675,0.325,0.0083333333333333,0.0333333333333333,0.1833333333333333,0.025,0.0333333333333333,0.025,0.0916666666666666,2,1.0,13,java,Java/15,15,-0.8582476131968193
1,1,2,1,0,0,0,0,1,4,5,0,0,17,2,1,0,107,71,36,10,0.6635514018691588,0.3364485981308411,0.0,0.0373831775700934,0.1588785046728972,0.0093457943925233,0.0186915887850467,0.0093457943925233,0.0934579439252336,1,1.0,11,java,Java/16,16,-1.5421701772247731
1,1,4,2,0,0,0,1,1,4,5,0,0,21,2,3,7,166,111,55,13,0.6686746987951807,0.3313253012048193,0.0,0.0240963855421686,0.1265060240963855,0.0180722891566265,0.0240963855421686,0.0180722891566265,0.0783132530120482,1,1.0,16,java,Java/17,17,-0.6760632871955614
1,2,4,2,1,1,0,0,1,5,5,1,4,26,3,1,4,139,94,45,15,0.6762589928057554,0.3237410071942446,0.014388489208633,0.0359712230215827,0.1870503597122302,0.0071942446043165,0.0287769784172661,0.0071942446043165,0.1079136690647482,3,2.0,13,java,Java/18,18,-0.29458738415166724
1,1,6,3,0,0,0,2,1,23,25,0,0,64,3,21,42,531,356,175,14,0.6704331450094162,0.3295668549905838,0.0,0.0433145009416195,0.1205273069679849,0.03954802259887,0.0112994350282485,0.03954802259887,0.0263653483992467,1,1.0,39,java,Java/19,19,3.0098698650251174
1,1,8,4,1,2,0,0,1,21,22,1,7,68,4,7,6,322,220,102,18,0.6832298136645962,0.3167701863354037,0.0093167701863354,0.0652173913043478,0.2111801242236025,0.0217391304347826,0.0248447204968944,0.0217391304347826,0.0559006211180124,4,1.0,22,java,Java/20,20,2.242397239657669
1,1,6,3,0,0,0,0,1,3,4,0,3,25,2,1,0,143,95,48,13,0.6643356643356644,0.3356643356643357,0.0,0.0209790209790209,0.1748251748251748,0.0069930069930069,0.0419580419580419,0.0069930069930069,0.0909090909090909,1,1.0,13,java,Java/21,21,-0.9225778962894415
1,1,2,1,1,0,0,0,1,1,2,0,0,15,3,1,0,113,76,37,13,0.672566371681416,0.3274336283185841,0.0088495575221238,0.0088495575221238,0.1327433628318584,0.0088495575221238,0.0176991150442477,0.0088495575221238,0.1150442477876106,2,1.0,13,java,Java/22,22,-1.3737585478167609
1,1,0,0,0,0,0,0,1,1,1,0,0,9,1,0,0,52,34,18,8,0.6538461538461539,0.3461538461538461,0.0,0.0192307692307692,0.173076923076923,0.0,0.0,0.0,0.1538461538461538,1,1.0,7,java,Java/23,23,-2.5179313460687087
1,1,2,1,1,1,0,0,2,0,0,0,4,14,3,0,4,92,61,31,11,0.6630434782608695,0.3369565217391304,0.0217391304347826,0.0,0.1521739130434782,0.0,0.0217391304347826,0.0,0.1195652173913043,3,1.0,12,java,Java/24,24,-1.1325679075515889
1,1,4,2,1,0,1,0,1,1,2,1,3,19,4,3,3,132,86,46,12,0.6515151515151515,0.3484848484848485,0.0151515151515151,0.0075757575757575,0.1439393939393939,0.0227272727272727,0.0303030303030303,0.0227272727272727,0.0909090909090909,3,1.0,17,java,Java/25,25,-0.4555340394469157
1,1,2,1,0,0,0,0,1,7,8,0,2,30,2,1,3,166,114,52,13,0.6867469879518072,0.3132530120481928,0.0,0.0421686746987951,0.180722891566265,0.0060240963855421,0.0120481927710843,0.0060240963855421,0.0783132530120482,1,1.0,12,java,Java/26,26,-0.8641693248839649
1,1,4,2,1,1,0,0,1,10,11,0,1,34,4,2,1,167,115,52,16,0.688622754491018,0.311377245508982,0.0119760479041916,0.059880239520958,0.2035928143712574,0.0119760479041916,0.0239520958083832,0.0119760479041916,0.0958083832335329,3,1.0,15,java,Java/27,27,0.07050019924086988
1,1,0,0,0,0,0,0,1,1,1,0,0,10,1,0,1,61,41,20,9,0.6721311475409836,0.3278688524590163,0.0,0.0163934426229508,0.1639344262295081,0.0,0.0,0.0,0.1475409836065573,1,1.0,7,java,Java/28,28,-2.3713747296064387
1,2,0,0,0,0,0,0,1,5,5,0,0,22,1,0,0,108,73,35,12,0.6759259259259259,0.324074074074074,0.0,0.0462962962962962,0.2037037037037037,0.0,0.0,0.0,0.1111111111111111,1,2.0,8,java,Java/29,29,-1.6470125788385557
1,1,0,0,0,0,0,0,1,4,4,0,1,19,1,0,1,100,67,33,11,0.67,0.33,0.0,0.04,0.19,0.0,0.0,0.0,0.11,1,1.0,8,java,Java/30,30,-1.8037574174154434
1,1,2,1,2,1,0,0,3,0,0,0,4,14,4,0,6,104,70,34,11,0.6730769230769231,0.3269230769230769,0.0288461538461538,0.0,0.1346153846153846,0.0,0.0192307692307692,0.0,0.1057692307692307,4,1.0,15,java,Java/31,31,-0.6814298282620082
2,3,9,5,1,1,2,0,2,7,7,5,10,51,7,5,9,276,185,91,13,0.6702898550724637,0.3297101449275362,0.0144927536231884,0.0253623188405797,0.1847826086956521,0.0181159420289855,0.0326086956521739,0.0181159420289855,0.0471014492753623,5,1.5,31,java,Java/32,32,2.4278040099645635
1,1,8,4,0,2,0,0,1,7,8,2,3,35,3,3,5,197,134,63,13,0.6802030456852792,0.3197969543147208,0.0101522842639593,0.0355329949238578,0.1776649746192893,0.015228426395939,0.0406091370558375,0.015228426395939,0.065989847715736,3,1.0,16,java,Java/33,33,0.48315160961483855
1,1,2,1,0,0,0,0,1,1,3,0,0,13,1,1,0,97,63,34,12,0.6494845360824743,0.3505154639175257,0.0,0.0103092783505154,0.134020618556701,0.0103092783505154,0.0206185567010309,0.0103092783505154,0.1237113402061855,1,1.0,9,java,Java/34,34,-1.839822559156298
1,1,0,0,0,0,0,0,1,1,1,0,0,10,1,0,0,58,38,20,8,0.6551724137931034,0.3448275862068966,0.0,0.0172413793103448,0.1724137931034483,0.0,0.0,0.0,0.1379310344827586,1,1.0,7,java,Java/35,35,-2.4349251339006392
1,1,6,3,2,1,0,0,1,2,2,1,7,24,5,1,7,157,104,53,15,0.6624203821656051,0.3375796178343949,0.019108280254777,0.0127388535031847,0.1528662420382165,0.0063694267515923,0.0382165605095541,0.0063694267515923,0.0955414012738853,4,1.0,18,java,Java/36,36,0.09565736195854511
1,1,8,4,0,2,0,0,1,7,8,2,3,35,3,3,5,197,134,63,13,0.6802030456852792,0.3197969543147208,0.0101522842639593,0.0355329949238578,0.1776649746192893,0.015228426395939,0.0406091370558375,0.015228426395939,0.065989847715736,3,1.0,16,java,Java/37,37,0.48315160961483855
2,2,6,3,1,2,0,0,2,16,17,1,5,51,5,2,8,272,188,84,16,0.6911764705882353,0.3088235294117647,0.0110294117647058,0.0588235294117647,0.1875,0.0073529411764705,0.0220588235294117,0.0073529411764705,0.0588235294117647,4,1.0,24,java,Java/38,38,1.6751846474055652
1,1,9,5,3,1,1,0,1,2,2,4,8,34,6,4,11,198,133,65,14,0.6717171717171717,0.3282828282828283,0.0252525252525252,0.0101010101010101,0.1717171717171717,0.0202020202020202,0.0454545454545454,0.0202020202020202,0.0707070707070707,6,1.0,25,java,Java/39,39,1.4715027578290218
