function_count,parameter_count,variable_count,declaration_count,if_count,for_count,while_count,switch_count,return_count,call_count,argument_count,assignment_count,binary_expression_count,identifier_count,block_count,expression_count,literal_count,ast_nodes,leaf_nodes,internal_nodes,max_depth,leaf_ratio,internal_ratio,branch_density,call_density,identifier_density,expression_density,variable_density,statement_density,nesting_factor,cyclomatic_estimate,avg_parameters,language,repository,function,SSI
1,2,8,4,4,0,0,0,0,14,15,3,2,46,7,10,7,265,176,89,19,0.6641509433962264,0.3358490566037735,0.0150943396226415,0.0528301886792452,0.1735849056603773,0.0377358490566037,0.030188679245283,0.0377358490566037,0.0716981132075471,5,2.0,java,lastaflute/lastaflute,ExecuteArgAnalyzer.analyzeExecuteArg,1.8247492918793067
1,1,12,6,0,0,0,0,1,8,11,1,0,30,3,3,2,199,134,65,11,0.6733668341708543,0.3266331658291457,0.0,0.0402010050251256,0.1507537688442211,0.0150753768844221,0.0603015075376884,0.0150753768844221,0.0552763819095477,1,1.0,java,xwiki/xwiki-commons,MavenBuildExtensionRepository.openStream,0.17626913318937804
1,1,0,0,1,0,0,0,0,4,4,0,0,13,2,1,0,63,42,21,10,0.6666666666666666,0.3333333333333333,0.0158730158730158,0.0634920634920634,0.2063492063492063,0.0158730158730158,0.0,0.0158730158730158,0.1587301587301587,2,1.0,java,VoltDB/voltdb,Grantee.revoke,-1.9009646113826058
1,1,0,0,6,0,0,0,6,16,17,0,7,34,7,0,10,234,159,75,13,0.6794871794871795,0.3205128205128205,0.0256410256410256,0.0683760683760683,0.1452991452991453,0.0,0.0,0.0,0.0555555555555555,7,1.0,java,lesaint/damapping,CommonMethodsImpl.useQualifiedReference,1.5467410599097486
1,2,0,0,0,0,0,0,0,5,5,0,0,17,1,3,2,76,54,22,9,0.7105263157894737,0.2894736842105263,0.0,0.0657894736842105,0.2236842105263158,0.0394736842105263,0.0,0.0394736842105263,0.1184210526315789,1,2.0,java,js-lib-com/commons,TextTemplate.put,-1.792064982514536
1,3,24,12,2,0,0,0,0,13,18,1,18,71,10,7,15,488,329,159,19,0.6741803278688525,0.3258196721311475,0.0040983606557377,0.026639344262295,0.1454918032786885,0.0143442622950819,0.0491803278688524,0.0143442622950819,0.0389344262295082,3,3.0,java,riversun/d6,D6CrudUpdateHelper.map,3.9898726235970767
1,1,0,0,0,0,0,0,1,2,2,0,0,7,1,0,0,77,52,25,9,0.6753246753246753,0.3246753246753247,0.0,0.0259740259740259,0.0909090909090909,0.0,0.0,0.0,0.1168831168831168,1,1.0,java,palatable/lambda,State.zip,-2.1764317138545723
2,2,2,1,2,0,0,0,2,9,10,0,3,40,5,3,0,203,137,66,16,0.6748768472906403,0.3251231527093596,0.0098522167487684,0.0443349753694581,0.1970443349753694,0.0147783251231527,0.0098522167487684,0.0147783251231527,0.0788177339901477,3,1.0,java,mp911de/spinach,ClusterAwareNodeSupport.reloadNodes,0.24231300009223528
1,0,6,6,1,0,0,0,1,17,16,6,3,61,3,0,16,304,203,101,15,0.6677631578947368,0.3322368421052631,0.0032894736842105,0.0559210526315789,0.2006578947368421,0.0,0.0197368421052631,0.0,0.0493421052631578,2,0.0,python,bcbio/bcbio-nextgen,_run_wham,1.3017487244305546
1,0,4,4,4,0,0,0,1,2,2,4,0,25,5,0,11,138,98,40,9,0.7101449275362319,0.2898550724637681,0.0289855072463768,0.0144927536231884,0.181159420289855,0.0,0.0289855072463768,0.0,0.0652173913043478,5,0.0,python,yyuu/botornado,AutoScaleConnection.get_all_policies,0.0655998760270692
1,0,1,1,1,0,0,0,0,2,2,1,0,12,2,0,1,49,32,17,8,0.6530612244897959,0.3469387755102041,0.0204081632653061,0.0408163265306122,0.2448979591836734,0.0,0.0204081632653061,0.0,0.1632653061224489,2,0.0,python,KenjiTakahashi/td,Arg.add,-2.027154044108893
1,0,0,0,2,0,0,0,1,5,5,0,1,22,5,0,3,106,69,37,10,0.6509433962264151,0.3490566037735849,0.0188679245283018,0.0471698113207547,0.2075471698113207,0.0,0.0,0.0,0.0943396226415094,3,0.0,python,SuryaSankar/flask-sqlalchemy-booster,QueryableMixin.add,-1.1235962579411731
1,0,11,11,5,3,0,0,2,21,21,11,0,81,15,0,7,344,227,117,16,0.6598837209302325,0.3401162790697674,0.0232558139534883,0.0610465116279069,0.2354651162790697,0.0,0.0319767441860465,0.0,0.0465116279069767,9,0.0,python,Microsoft/nni,GridSearchTuner.json2paramater,4.310330129147657
1,0,1,1,1,0,0,0,1,2,2,1,1,24,2,0,3,88,62,26,10,0.7045454545454546,0.2954545454545454,0.0113636363636363,0.0227272727272727,0.2727272727272727,0.0,0.0113636363636363,0.0,0.1136363636363636,2,0.0,python,bwohlberg/sporco,TVL1Deconv.cnst_A,-1.4703137941900146
1,0,5,5,3,0,1,0,1,9,9,5,0,36,6,0,7,170,111,59,13,0.6529411764705882,0.3470588235294117,0.0235294117647058,0.0529411764705882,0.2117647058823529,0.0,0.0294117647058823,0.0,0.0764705882352941,5,0.0,python,blockstack/pybitcoin,BitcoinKeypair.from_passphrase,0.9025565300989055
1,0,2,2,1,1,0,0,1,2,2,2,0,17,3,0,3,73,49,24,11,0.6712328767123288,0.3287671232876712,0.0273972602739726,0.0273972602739726,0.2328767123287671,0.0,0.0273972602739726,0.0,0.1506849315068493,3,0.0,python,avelkoski/FRB,_convert,-1.168925681860014
1,0,1,1,1,0,0,0,1,5,5,1,0,18,2,0,4,80,53,27,9,0.6625,0.3375,0.0125,0.0625,0.225,0.0,0.0125,0.0,0.1125,2,0.0,python,spyder-ide/spyder,ThumbnailScrollBar.save_all_figures_as,-1.4748992603024274
1,0,3,3,1,0,0,0,2,2,2,3,0,23,2,0,8,114,79,35,9,0.6929824561403509,0.3070175438596491,0.0087719298245614,0.0175438596491228,0.2017543859649122,0.0,0.0263157894736842,0.0,0.0789473684210526,2,0.0,python,brentp/cruzdb,ABase.cds,-0.9478638877755337
1,0,4,4,1,0,1,0,0,4,4,4,2,28,4,0,6,113,75,38,9,0.6637168141592921,0.336283185840708,0.0176991150442477,0.0353982300884955,0.247787610619469,0.0,0.0353982300884955,0.0,0.079646017699115,3,0.0,python,williballenthin/python-evtx,FileHeader.chunks,-0.30302450934292097
1,0,2,2,2,0,0,0,0,1,1,2,1,13,3,0,2,56,36,20,10,0.6428571428571429,0.3571428571428571,0.0357142857142857,0.0178571428571428,0.2321428571428571,0.0,0.0357142857142857,0.0,0.1785714285714285,3,0.0,python,KieranWynn/pyquaternion,Quaternion._normalise,-1.5369851619204105
1,0,26,26,8,3,0,0,3,32,32,26,22,210,25,0,55,996,681,315,15,0.6837349397590361,0.3162650602409638,0.0110441767068273,0.0321285140562249,0.2108433734939759,0.0,0.0261044176706827,0.0,0.0150602409638554,12,0.0,python,ArduPilot/MAVProxy,AsterixModule.idle_task,11.484718409068861
1,0,0,0,0,0,0,0,1,2,2,0,3,16,1,0,2,66,44,22,10,0.6666666666666666,0.3333333333333333,0.0,0.0303030303030303,0.2424242424242424,0.0,0.0,0.0,0.1515151515151515,1,0.0,python,lk-geimfari/mimesis,Random.uniform,-2.218750659777179
1,0,1,1,0,0,0,0,1,2,1,1,0,19,1,0,1,75,50,25,10,0.6666666666666666,0.3333333333333333,0.0,0.0266666666666666,0.2533333333333333,0.0,0.0133333333333333,0.0,0.1333333333333333,1,0.0,python,CivicSpleen/ambry,SourceColumn.dict,-2.0370933611871935
1,0,10,10,2,0,0,0,1,11,11,10,0,133,3,0,10,469,330,139,12,0.7036247334754797,0.2963752665245202,0.0042643923240938,0.0234541577825159,0.2835820895522388,0.0,0.021321961620469,0.0,0.0255863539445629,3,0.0,python,Azure/blobxfer,EncryptionMetadata.convert_to_json_with_mac,2.52209768778911
1,0,1,1,3,1,0,0,4,5,5,1,0,22,6,0,9,116,77,39,9,0.6637931034482759,0.3362068965517241,0.0344827586206896,0.043103448275862,0.1896551724137931,0.0,0.0086206896551724,0.0,0.0775862068965517,5,0.0,python,spacetelescope/stsci.tools,unlearn,-0.09114635929662238
1,0,2,2,0,0,0,0,1,2,2,2,0,14,1,0,2,57,39,18,7,0.6842105263157895,0.3157894736842105,0.0,0.0350877192982456,0.2456140350877192,0.0,0.0350877192982456,0.0,0.1228070175438596,1,0.0,python,fprimex/zdesk,ZendeskAPI.organization_field_show,-1.929202169026699
2,0,0,0,0,0,0,0,2,2,2,0,0,18,2,0,4,84,59,25,10,0.7023809523809523,0.2976190476190476,0.0,0.0238095238095238,0.2142857142857142,0.0,0.0,0.0,0.119047619047619,1,0.0,python,michaelpb/omnic,CommandParser.subcommand,-1.7848053542414724
1,0,1,1,0,0,0,0,1,2,2,1,0,12,1,0,1,43,29,14,8,0.6744186046511628,0.3255813953488372,0.0,0.0465116279069767,0.2790697674418604,0.0,0.0232558139534883,0.0,0.1860465116279069,1,0.0,python,ultrabug/py3status,Block.new_block,-2.3578746415278284
1,0,0,0,0,1,0,0,0,3,3,0,2,14,2,0,4,71,49,22,12,0.6901408450704225,0.3098591549295774,0.0140845070422535,0.0422535211267605,0.1971830985915492,0.0,0.0,0.0,0.1690140845070422,2,0.0,python,TrafficSenseMSD/SumoTools,vehicleTypes2flt,-1.7827542632491988
1,0,17,17,4,1,0,0,1,29,29,17,9,153,7,0,27,632,430,202,13,0.680379746835443,0.3196202531645569,0.0079113924050632,0.045886075949367,0.2420886075949367,0.0,0.0268987341772151,0.0,0.0205696202531645,6,0.0,python,tensorflow/cleverhans,model_eval,6.012158561679038
1,0,2,2,0,0,0,0,1,3,3,2,0,15,1,0,1,51,35,16,7,0.6862745098039216,0.3137254901960784,0.0,0.0588235294117647,0.2941176470588235,0.0,0.0392156862745098,0.0,0.1372549019607843,1,0.0,python,benmoran56/esper,texture_from_image,-1.9167660956074901
1,0,4,4,3,1,1,0,0,11,11,4,1,47,10,0,8,231,152,79,17,0.658008658008658,0.341991341991342,0.0216450216450216,0.0476190476190476,0.2034632034632034,0.0,0.0173160173160173,0.0,0.0735930735930736,6,0.0,python,JamesPHoughton/pysd,Macro.initialize,1.5972051664100082
1,0,0,0,3,0,0,0,1,9,9,0,2,33,4,0,3,143,92,51,11,0.6433566433566433,0.3566433566433566,0.0209790209790209,0.0629370629370629,0.2307692307692307,0.0,0.0,0.0,0.0769230769230769,4,0.0,python,Bystroushaak/BalancedDiscStorage,BalancedDiscStorage.delete_by_path,-0.5260605636127703
1,0,6,6,7,0,0,0,1,8,8,6,1,55,14,0,20,286,198,88,16,0.6923076923076923,0.3076923076923077,0.0244755244755244,0.0279720279720279,0.1923076923076923,0.0,0.0209790209790209,0.0,0.0559440559440559,8,0.0,python,SheffieldML/GPy,DescreteStateSpace._check_grad_measurement_matrices,2.4392466925499576
1,0,1,1,1,0,0,0,2,4,4,1,1,13,2,0,3,75,48,27,9,0.64,0.36,0.0133333333333333,0.0533333333333333,0.1733333333333333,0.0,0.0133333333333333,0.0,0.12,2,0.0,python,jkwill87/mapi,has_provider_support,-1.5580938778989204
1,0,1,1,0,1,0,0,0,1,1,1,0,12,2,0,4,62,42,20,9,0.6774193548387096,0.3225806451612903,0.0161290322580645,0.0161290322580645,0.1935483870967742,0.0,0.0161290322580645,0.0,0.1451612903225806,2,0.0,python,yatiml/yatiml,Node.unders_to_dashes_in_keys,-1.8505925617553893
1,0,8,8,7,0,0,0,1,18,18,8,0,78,10,0,29,425,291,134,12,0.6847058823529412,0.3152941176470588,0.0164705882352941,0.0423529411764705,0.1835294117647058,0.0,0.0188235294117647,0.0,0.028235294117647,8,0.0,python,SatelliteQE/nailgun,Host.read,3.4652486653334322
1,0,3,3,1,1,0,0,0,1,1,3,0,25,3,0,5,94,67,27,9,0.7127659574468085,0.2872340425531915,0.0212765957446808,0.0106382978723404,0.2659574468085106,0.0,0.0319148936170212,0.0,0.0957446808510638,3,0.0,python,pypa/pipenv,ParserElement.split,-0.8728561359414849
1,0,3,3,1,0,0,0,2,4,4,3,0,27,3,0,8,145,98,47,11,0.6758620689655173,0.3241379310344827,0.0068965517241379,0.0275862068965517,0.1862068965517241,0.0,0.0206896551724137,0.0,0.0758620689655172,2,0.0,python,nitmir/django-cas-server,LoginView.check_lt,-0.6571573884539482
1,0,2,2,0,1,0,0,0,4,4,2,0,23,2,0,1,82,56,26,10,0.6829268292682927,0.3170731707317073,0.0121951219512195,0.048780487804878,0.2804878048780488,0.0,0.024390243902439,0.0,0.1219512195121951,2,0.0,python,Jaymon/prom,Orm._populate,-1.3315950482739876
2,0,6,6,2,1,0,0,2,7,7,6,1,34,5,0,6,154,101,53,14,0.6558441558441559,0.3441558441558441,0.0194805194805194,0.0454545454545454,0.2207792207792207,0.0,0.0389610389610389,0.0,0.0909090909090909,4,0.0,python,limodou/uliweb,parse_options_header,0.6801400965334845
1,0,3,3,3,0,0,0,1,4,4,3,0,30,4,0,10,153,104,49,11,0.6797385620915033,0.3202614379084967,0.0196078431372549,0.0261437908496732,0.196078431372549,0.0,0.0196078431372549,0.0,0.0718954248366013,4,0.0,python,maas/python-libmaas,cmd_deploy._get_deploy_options,-0.20466931805035363
1,0,1,1,1,0,0,0,0,2,2,1,0,12,2,0,1,48,31,17,8,0.6458333333333334,0.3541666666666667,0.0208333333333333,0.0416666666666666,0.25,0.0,0.0208333333333333,0.0,0.1666666666666666,2,0.0,python,delfick/nose-of-yeti,ConfigUtil.use_config_file,-2.0528885708564166
1,0,6,6,3,1,0,0,1,9,9,6,2,43,9,0,13,235,155,80,14,0.6595744680851063,0.3404255319148936,0.0170212765957446,0.0382978723404255,0.1829787234042553,0.0,0.025531914893617,0.0,0.0595744680851063,5,0.0,python,mitsei/dlkit,ValueRetrievalSession.get_value_by_parameter,1.3948860076693046
1,0,3,3,1,0,0,0,1,10,10,3,0,39,3,0,7,174,114,60,11,0.6551724137931034,0.3448275862068966,0.0057471264367816,0.057471264367816,0.2241379310344827,0.0,0.0172413793103448,0.0,0.0632183908045977,2,0.0,python,kejbaly2/idid,GitLogg._init_repo,-0.30035098083656875
1,0,1,1,0,0,0,0,1,4,4,1,0,13,1,0,1,51,35,16,8,0.6862745098039216,0.3137254901960784,0.0,0.0784313725490196,0.2549019607843137,0.0,0.0196078431372549,0.0,0.1568627450980392,1,0.0,python,NLeSC/noodles,run_xenon_simple,-2.079829323194467
1,0,4,4,4,1,0,0,1,11,11,4,0,32,9,0,13,201,127,74,17,0.6318407960199005,0.3681592039800995,0.0248756218905472,0.0547263681592039,0.1592039800995024,0.0,0.0199004975124378,0.0,0.0845771144278607,6,0.0,python,apple/turicreate,_SnakeCaseToCamelCase,1.1989904309728368
1,0,0,0,0,0,0,0,0,1,1,0,0,11,1,0,1,39,29,10,6,0.7435897435897436,0.2564102564102564,0.0,0.0256410256410256,0.282051282051282,0.0,0.0,0.0,0.1538461538461538,1,0.0,python,cds-astro/mocpy,MOC.fill,-2.5267968039551314
1,0,0,0,1,0,0,0,0,2,2,0,0,12,2,0,2,50,33,17,7,0.66,0.34,0.02,0.04,0.24,0.0,0.0,0.0,0.14,2,0.0,python,miyakogi/wdom,WdomElement.textContent,-2.1486161638589545
1,0,3,3,0,0,0,0,1,3,3,3,0,22,1,0,5,95,67,28,8,0.7052631578947368,0.2947368421052631,0.0,0.031578947368421,0.231578947368421,0.0,0.031578947368421,0.0,0.0842105263157894,1,0.0,python,MechanicalSoup/MechanicalSoup,StatefulBrowser.follow_link,-1.344642481020026
1,0,1,1,2,1,0,0,1,5,5,1,2,27,6,0,9,133,88,45,14,0.6616541353383458,0.3383458646616541,0.0225563909774436,0.037593984962406,0.2030075187969924,0.0,0.0075187969924812,0.0,0.1052631578947368,4,0.0,python,INM-6/hybridLFPy,get_colors,-0.3465089589604503
1,0,5,5,3,0,0,0,1,7,7,5,0,42,4,0,11,182,125,57,9,0.6868131868131868,0.3131868131868132,0.0164835164835164,0.0384615384615384,0.2307692307692307,0.0,0.0274725274725274,0.0,0.0494505494505494,4,0.0,python,ArduPilot/MAVProxy,MiscModule.cmd_playtune,0.38399314018421354
1,0,1,1,0,0,0,0,1,7,7,1,3,20,1,0,5,97,62,35,12,0.6391752577319587,0.3608247422680412,0.0,0.0721649484536082,0.2061855670103092,0.0,0.0103092783505154,0.0,0.1237113402061855,1,0.0,python,bukun/TorCMS,MPost.query_recent_most,-1.5108119253055867
1,0,0,0,1,0,0,0,3,2,2,0,0,14,4,0,1,68,44,24,9,0.6470588235294118,0.3529411764705882,0.0147058823529411,0.0294117647058823,0.2058823529411764,0.0,0.0,0.0,0.1323529411764706,2,0.0,python,kylef/refract.py,Element.children,-1.7530515831083846
1,0,2,2,0,0,0,0,1,5,5,2,0,15,3,0,1,74,46,28,11,0.6216216216216216,0.3783783783783784,0.0,0.0675675675675675,0.2027027027027027,0.0,0.027027027027027,0.0,0.1486486486486486,1,0.0,python,saltstack/salt,network_stop,-1.7094696607646909
1,0,2,2,0,0,0,0,1,3,3,2,0,21,1,0,3,83,58,25,10,0.6987951807228916,0.3012048192771084,0.0,0.036144578313253,0.253012048192771,0.0,0.0240963855421686,0.0,0.1204819277108433,1,0.0,python,KeithSSmith/switcheo-python,AuthenticatedClient.execute_deposit,-1.621992047216685
1,0,1,1,0,0,0,0,1,3,3,1,0,16,1,0,5,65,47,18,8,0.7230769230769231,0.2769230769230769,0.0,0.0461538461538461,0.2461538461538461,0.0,0.0153846153846153,0.0,0.123076923076923,1,0.0,python,saltstack/salt,smembers,-1.863964263876386
1,0,1,1,0,0,0,0,1,1,1,1,0,11,2,0,1,46,29,17,9,0.6304347826086957,0.3695652173913043,0.0,0.0217391304347826,0.2391304347826087,0.0,0.0217391304347826,0.0,0.1956521739130435,1,0.0,python,maxcountryman/atomos,AtomicCtypesReference.set,-2.477827659639648
1,0,1,1,0,0,0,0,0,3,3,1,0,14,1,0,1,58,39,19,7,0.6724137931034483,0.3275862068965517,0.0,0.0517241379310344,0.2413793103448276,0.0,0.0172413793103448,0.0,0.1206896551724138,1,0.0,python,ic-labs/django-icekit,AbstractBaseModel.save,-2.1496055353640764
1,0,2,2,1,0,0,0,1,1,1,2,1,9,3,0,6,61,41,20,8,0.6721311475409836,0.3278688524590163,0.0163934426229508,0.0163934426229508,0.1475409836065573,0.0,0.0327868852459016,0.0,0.1311475409836065,2,0.0,python,ontio/ontology-python-sdk,BinaryReader.read_uint32,-1.58822917016623
1,0,20,20,14,1,0,0,1,20,20,20,9,157,24,0,56,869,572,297,18,0.6582278481012658,0.3417721518987341,0.0172612197928653,0.0230149597238204,0.1806674338319908,0.0,0.0230149597238204,0.0,0.0207134637514384,16,0.0,python,echinopsii/net.echinopsii.ariane.community.cli.python3,LinkService.find_link,9.581772394048095
1,0,0,0,0,0,0,0,0,2,2,0,0,11,1,0,2,46,31,15,6,0.6739130434782609,0.3260869565217391,0.0,0.0434782608695652,0.2391304347826087,0.0,0.0,0.0,0.1304347826086956,1,0.0,python,bitcraze/crazyflie-lib-python,Crazyflie._mems_updated_cb,-2.5006136593254387
1,0,2,2,1,0,0,0,1,5,5,2,1,21,3,0,3,97,61,36,10,0.6288659793814433,0.3711340206185567,0.0103092783505154,0.0515463917525773,0.2164948453608247,0.0,0.0206185567010309,0.0,0.1030927835051546,2,0.0,python,SUSE-Enceladus/ipa,get_yaml_config,-1.2229160853170218
1,0,0,0,3,0,0,0,0,6,6,0,1,44,7,0,5,168,114,54,12,0.6785714285714286,0.3214285714285714,0.0178571428571428,0.0357142857142857,0.2619047619047619,0.0,0.0,0.0,0.0714285714285714,4,0.0,python,autokey/autokey,XInterfaceBase.send_string_clipboard,-0.36980143298633056
1,0,0,0,2,0,0,0,3,1,1,0,0,17,5,0,3,83,53,30,11,0.6385542168674698,0.3614457831325301,0.0240963855421686,0.0120481927710843,0.2048192771084337,0.0,0.0,0.0,0.1325301204819277,3,0.0,python,Shizmob/pydle,BasicClient._reconnect_delay,-1.3958163678300346
1,0,9,9,3,1,0,0,1,9,9,9,0,74,5,0,2,241,164,77,17,0.6804979253112033,0.3195020746887966,0.0165975103734439,0.0373443983402489,0.3070539419087137,0.0,0.0373443983402489,0.0,0.0705394190871369,5,0.0,python,raiden-network/raiden,handle_unlock,1.7735796624116482
1,0,0,0,0,0,0,0,0,2,2,0,0,10,1,0,2,42,29,13,6,0.6904761904761905,0.3095238095238095,0.0,0.0476190476190476,0.238095238095238,0.0,0.0,0.0,0.1428571428571428,1,0.0,python,nugget/python-insteonplm,LinkedDevices.add_device_callback,-2.5215609508798384
2,0,1,1,0,0,1,0,2,6,6,1,1,21,3,0,6,118,78,40,12,0.6610169491525424,0.3389830508474576,0.0084745762711864,0.0508474576271186,0.1779661016949152,0.0,0.0084745762711864,0.0,0.1016949152542373,2,0.0,python,jessamynsmith/twitterbot,MarkovChainMessageProvider.create,-0.7031100863885805
1,0,1,1,0,0,0,0,0,2,2,1,0,10,1,0,4,58,40,18,9,0.6896551724137931,0.3103448275862069,0.0,0.0344827586206896,0.1724137931034483,0.0,0.0172413793103448,0.0,0.1551724137931034,1,0.0,python,AtomHash/evernode,FormData.__invalid_request,-2.207655489898472
1,0,2,2,0,0,0,0,0,4,4,2,0,16,3,0,3,83,54,29,10,0.6506024096385542,0.3493975903614458,0.0,0.0481927710843373,0.1927710843373494,0.0,0.0240963855421686,0.0,0.1204819277108433,1,0.0,python,twaldear/flask-csp,csp_default.update,-1.676318408058087
1,0,6,6,2,1,0,0,1,13,13,6,0,57,5,0,12,270,181,89,13,0.6703703703703704,0.3296296296296296,0.0111111111111111,0.0481481481481481,0.2111111111111111,0.0,0.0222222222222222,0.0,0.0481481481481481,4,0.0,python,Karaage-Cluster/karaage,application_list,1.3469834164695953
1,0,9,9,5,1,0,0,1,11,11,9,0,69,9,0,11,268,184,84,12,0.6865671641791045,0.3134328358208955,0.0223880597014925,0.0410447761194029,0.2574626865671642,0.0,0.0335820895522388,0.0,0.044776119402985,7,0.0,python,pypa/pipenv,create_connection,2.443980532922612
1,0,4,4,0,0,0,0,1,6,6,4,0,26,1,0,5,117,78,39,9,0.6666666666666666,0.3333333333333333,0.0,0.0512820512820512,0.2222222222222222,0.0,0.0341880341880341,0.0,0.0769230769230769,1,0.0,python,IBM/pyxcli,MirroredEntities.get_host_port_names,-0.9759875649227998
1,0,0,0,0,0,0,0,1,4,4,0,0,10,1,0,1,49,31,18,10,0.6326530612244898,0.3673469387755102,0.0,0.0816326530612244,0.2040816326530612,0.0,0.0,0.0,0.2040816326530612,1,0.0,python,fabioz/PyDev.Debugger,isroutine,-2.497983419553156
1,0,1,1,1,0,0,0,1,8,8,1,0,27,2,0,5,121,81,40,11,0.6694214876033058,0.3305785123966942,0.0082644628099173,0.0661157024793388,0.2231404958677686,0.0,0.0082644628099173,0.0,0.0909090909090909,2,0.0,python,PSPC-SPAC-buyandsell/von_anchor,Tails.dir,-1.021262346060935
1,0,3,3,2,0,0,0,1,5,5,3,0,23,3,0,5,100,66,34,10,0.66,0.34,0.02,0.05,0.23,0.0,0.03,0.0,0.1,3,0.0,python,NLeSC/scriptcwl,WorkflowGenerator._get_step,-0.7384484425729413
1,0,7,7,4,0,0,0,1,11,11,7,1,53,8,0,3,203,135,68,12,0.6650246305418719,0.334975369458128,0.0197044334975369,0.0541871921182266,0.2610837438423645,0.0,0.0344827586206896,0.0,0.0591133004926108,5,0.0,python,LeKono/pyhgnc,QueryManager._limit_and_df,1.3198222466351806
1,0,4,4,1,0,0,0,1,2,2,4,0,21,2,0,6,95,67,28,8,0.7052631578947368,0.2947368421052631,0.0105263157894736,0.0210526315789473,0.2210526315789473,0.0,0.0421052631578947,0.0,0.0842105263157894,2,0.0,python,VonStruddle/PyHunter,PyHunter.create_leads_list,-0.9524495174176733
1,0,0,0,0,0,0,0,1,3,2,0,0,10,1,0,1,43,28,15,11,0.6511627906976745,0.3488372093023256,0.0,0.0697674418604651,0.2325581395348837,0.0,0.0,0.0,0.2558139534883721,1,0.0,python,wmayner/pyphi,KPartition.mechanism,-2.7014240516347026
1,0,2,2,0,0,0,0,1,7,7,2,0,26,5,0,7,131,86,45,10,0.6564885496183206,0.3435114503816794,0.0,0.0534351145038167,0.1984732824427481,0.0,0.015267175572519,0.0,0.0763358778625954,1,0.0,python,napalm-automation/napalm-logs,ClientAuth.decrypt,-0.9665913394131384
1,0,0,0,0,0,0,0,1,1,1,0,0,11,1,0,2,44,31,13,6,0.7045454545454546,0.2954545454545454,0.0,0.0227272727272727,0.25,0.0,0.0,0.0,0.1363636363636363,1,0.0,python,eumis/pyviews,convert_to_node,-2.4543386178472875
1,0,1,1,0,0,0,0,1,3,3,1,0,11,1,0,2,53,35,18,8,0.660377358490566,0.3396226415094339,0.0,0.0566037735849056,0.2075471698113207,0.0,0.0188679245283018,0.0,0.1509433962264151,1,0.0,python,DataBiosphere/toil,Message.from_sqs,-2.1822207989782325
1,0,0,0,1,0,0,0,0,2,2,0,0,11,2,0,2,50,33,17,9,0.66,0.34,0.02,0.04,0.22,0.0,0.0,0.0,0.18,2,0.0,python,vpelletier/python-libusb1,USBPoller.unregister,-2.2180337816009636
1,0,1,1,0,0,0,0,0,2,2,1,0,12,1,0,2,54,37,17,8,0.6851851851851852,0.3148148148148148,0.0,0.037037037037037,0.2222222222222222,0.0,0.0185185185185185,0.0,0.1481481481481481,1,0.0,python,vertexproject/synapse,runItemCmdr,-2.2500391937449202
1,0,0,0,1,0,0,0,2,5,5,0,0,16,2,0,13,128,91,37,12,0.7109375,0.2890625,0.0078125,0.0390625,0.125,0.0,0.0,0.0,0.09375,2,0.0,python,SatelliteQE/nailgun,Repository.path,-1.0999644882333826
1,0,10,10,3,2,0,0,0,11,11,10,0,78,12,0,18,356,244,112,12,0.6853932584269663,0.3146067415730337,0.0140449438202247,0.0308988764044943,0.2191011235955056,0.0,0.0280898876404494,0.0,0.0337078651685393,6,0.0,python,ArchiveTeam/wpull,ElementWalker.iter_links_element,2.9106490362481483
1,0,3,3,0,0,0,0,1,1,1,3,0,15,3,0,1,66,43,23,10,0.6515151515151515,0.3484848484848485,0.0,0.0151515151515151,0.2272727272727272,0.0,0.0454545454545454,0.0,0.1515151515151515,1,0.0,python,nutechsoftware/alarmdecoder,EventHandler._getfunctionlist,-1.773229760792987
1,0,2,2,0,0,0,0,1,3,3,2,0,15,1,0,3,66,45,21,9,0.6818181818181818,0.3181818181818182,0.0,0.0454545454545454,0.2272727272727272,0.0,0.0303030303030303,0.0,0.1363636363636363,1,0.0,python,senaite/senaite.jsonapi,FileFieldManager.get_download_url,-1.8150711693855655
1,0,2,2,1,0,0,0,2,3,3,2,0,20,3,0,4,94,65,29,10,0.6914893617021277,0.3085106382978723,0.0106382978723404,0.0319148936170212,0.2127659574468085,0.0,0.0212765957446808,0.0,0.1063829787234042,2,0.0,python,tradenity/python-sdk,ReturnLineItem.replace_return_line_item_by_id,-1.1563343677570217
1,0,0,0,2,2,0,0,0,3,3,0,0,27,5,0,2,112,77,35,12,0.6875,0.3125,0.0357142857142857,0.0267857142857142,0.2410714285714285,0.0,0.0,0.0,0.1071428571428571,5,0.0,python,jbarlow83/OCRmyPDF,_find_regular_images,-0.6230718774727569
1,0,3,3,1,0,0,0,1,12,12,3,0,47,2,0,18,241,167,74,13,0.6929460580912863,0.3070539419087137,0.0041493775933609,0.0497925311203319,0.1950207468879668,0.0,0.0124481327800829,0.0,0.0539419087136929,2,0.0,python,ambitioninc/newrelic-api,Servers.list,0.27666293565721906
1,0,0,0,0,0,0,0,1,2,2,0,0,12,1,0,1,43,30,13,7,0.6976744186046512,0.3023255813953488,0.0,0.0465116279069767,0.2790697674418604,0.0,0.0,0.0,0.1627906976744186,1,0.0,python,crs4/pydoop,hdfs.set_replication,-2.461376892209198
