language,repository_name,func_name,LOC,Cyclomatic_Complexity
java,js-lib-com/commons,Strings.isSeparator,12,4
java,baidubce/bce-sdk-java,Datapoint.addDoubleValue,6,1
java,BlueBrain/bluima,Clause.setSubclauses,4,3
java,DiUS/pact-jvm,PactDslJsonArray.timestamp,6,1
java,google/closure-compiler,HamtPMap.emptyChildren,4,1
java,bazaarvoice/emodb,AbstractQueueClient.send,16,2
java,Azure/azure-sdk-for-java,DatabaseAutomaticTuningsInner.updateAsync,3,1
java,exoplatform/jcr,NodeImpl.getUUID,9,2
java,rwl/JKLU,Dklu_version.GET_POINTER,13,1
java,box/box-android-sdk,BoxFolder.getAllowedSharedLinkAccessLevels,14,4
java,biojava/biojava,AlignmentTools.getAlignedModel,21,5
java,spring-cloud/spring-cloud-config,JGitEnvironmentRepository.refresh,47,10
java,eFaps/eFaps-Kernel,OneSelect.getAttribute,10,2
java,aNNiMON/Lightweight-Stream-API,DoubleStream.min,9,1
java,hal/elemento,Elements.emptyElement,3,1
java,mfornos/humanize,Humanize.camelize,11,5
java,elki-project/elki,VAFile.getScannedPages,5,1
java,respoke/respoke-sdk-android,Respoke.makeGUID,25,10
java,cdk/cdk,MM2BasedParameterSetReader.setForceFieldDefinitions,149,70
java,netscaler/sdx_nitro,xen_supplemental_pack.get_filtered,8,1
java,aws/aws-sdk-java,DescribeVirtualInterfacesResult.withVirtualInterfaces,9,3
java,Azure/azure-sdk-for-java,P2sVpnServerConfigurationsInner.getAsync,3,1
java,aws/aws-sdk-java,ToolchainMarshaller.marshall,12,3
java,ManfredTremmel/gwt-bean-validators,AbstractMinMaxTextBox.setMax,7,2
java,JOML-CI/JOML,Matrix4d.m23,6,2
java,ThreeTen/threeten-extra,Months.subtractFrom,7,2
java,baratine/baratine,CompilingLoader.init,26,7
java,nyla-solutions/nyla,Organizer.flattenPaging,11,4
java,RestComm/sip-servlets,SipDeploymentService.start,5,2
java,spotify/scio,Injector.addLiveTeam,13,3
java,tcurdt/jdeb,PGPSigner.getSecretKey,15,5
java,BorderTech/wcomponents,ServletResponse.sendError,4,1
java,davidcarboni/restolino,Serialiser.deserialise,23,7
java,kaazing/gateway,ByteArrayPool.create,25,3
java,JakeWharton/ActionBarSherlock,SearchView.getQueryHint,13,5
java,timewalker74/ffmq,StringTools.startsWith,7,2
java,hector-client/hector,HKerberosSecuredThriftClientFactoryImpl.createClient,8,3
java,dyu/protostuff-1.0.x,ProtoLexer.mOCTAL_ESC,132,37
java,apereo/cas,WebUtils.getPasswordlessAuthenticationAccount,3,1
java,jenkinsci/jenkins,RunIdMigrator.move,9,3
java,matthewhorridge/owlapi-gwt,OWLDisjointUnionAxiomImpl_CustomFieldSerializer.deserializeInstance,4,1
java,ben-manes/caffeine,Caffeine.from,4,1
java,hsiafan/apk-parser,Locales.match,18,9
java,alkacon/opencms-core,CmsContainerpageController.reInitInlineEditing,35,16
java,xvik/guice-persist-orient,RepositoryModule.loadOptionalExecutor,17,3
java,ddf-project/DDF,BasicDDF.afterDeserialization,22,7
java,gwtbootstrap3/gwtbootstrap3-extras,SummernoteImageUploadEvent.fire,6,2
java,google/j2objc,UCaseProps.getSlotValueAndOffset,12,2
java,Talend/tesb-rt-se,SLPropertiesImpl.addProperty,7,2
java,hankcs/HanLP,PartOfSpeechTagDictionary.translate,6,2
java,zaproxy/zaproxy,Context.getNodesInContextFromSiteTree,6,1
java,iipc/openwayback,UIResults.forward,17,6
java,opencb/biodata,VariantMetadataManager.addIndividual,23,8
java,biojava/biojava,StructurePairAligner.align,16,1
java,alibaba/jstorm,WatermarkTimeTriggerPolicy.getNextAlignedWindowTs,7,3
java,Azure/azure-sdk-for-java,ModelsImpl.getIntentSuggestionsWithServiceResponseAsync,27,6
java,WolfgangFahl/Mediawiki-Japi,MediaWikiApiImpl.normalizeTitle,5,1
java,netscaler/nitro,autoscaleaction.get,5,1
java,avianey/facebook-api-android-maven,Session.handlePermissionResponse,42,15
java,Axway/Grapes,ArtifactHandler.getArtifactLicenses,18,3
java,EdwardRaff/JSAT,Stemmer.applyTo,5,2
java,kaazing/gateway,ResolutionUtils.cloneInterfaces,3,1
java,OpenLiberty/open-liberty,StatsImpl.getStatistic,14,6
java,lastaflute/lastaflute,HtmlResponse.renderWith,13,3
java,googleapis/google-cloud-java,LoggingSnippets.updateSink,11,1
java,Azure/azure-sdk-for-java,NetworkWatchersInner.beginGetVMSecurityRules,3,1
java,micronaut-projects/micronaut-core,AbstractBeanDefinition.getValueForPath,17,4
java,molgenis/molgenis,Attribute.getChild,7,1
java,landawn/AbacusUtil,StringUtil.swapCase,16,7
java,nats-io/java-nats,NKey.createUser,4,1
java,OpenLiberty/open-liberty,NeighbourProxyListener.handleCreateProxySubscription,180,35
java,yan74/afplib,AfplibFactoryImpl.convertFNCFntFlagsToString,3,2
java,h2oai/h2o-3,RPC.tcp_ack,35,6
java,alexa/alexa-skills-kit-sdk-for-java,SkillRequestSignatureVerifier.getAndVerifySigningCertificateChainUrl,40,9
java,gallandarakhneorg/afc,SubRoadNetwork.unwrap,12,4
java,albfernandez/itext2,Document.setMarginMirroring,9,2
java,alkacon/opencms-core,CmsGalleryTreeEntry.addChild,7,2
java,burberius/eve-esi,DogmaApi.getDogmaEffectsEffectIdWithHttpInfo,8,1
java,dita-ot/dita-ot,CopyToModule.getProcessingPipe,16,2
java,spring-projects/spring-boot,ConfigurationPropertiesReportEndpoint.configureObjectMapper,7,1
java,Azure/azure-sdk-for-java,ContainerGroupsInner.listByResourceGroupAsync,9,1
java,sebastiangraf/treetank,XPathParser.parseAttributeNameOrWildcard,9,2
java,CenturyLinkCloud/mdw,ObjectAdapterActivity.getStubbedResponse,55,14
java,googleapis/api-client-staging,Version.getCreatedByBytes,13,2
java,gosu-lang/gosu-lang,ParserBase.match,4,1
java,deeplearning4j/deeplearning4j,SDLoss.sparseSoftmaxCrossEntropy,9,1
java,Chorus-bdd/Chorus,HandlerManager.runLifecycleMethods,19,11
java,mebigfatguy/fb-contrib,ExceptionSoftening.sawOpcode,30,10
java,jenkinsci/jenkins,ACL.checkCreatePermission,11,3
java,jeremylong/DependencyCheck,AnalysisTask.call,19,5
java,Azure/azure-sdk-for-java,JobScheduleExistsOptions.withOcpDate,8,2
java,abel533/EasyXls,ExcelConfig.getNames,7,2
java,micrometer-metrics/micrometer,Tags.and,6,3
java,lastaflute/lastaflute,ExecuteArgAnalyzer.analyzeExecuteArg,27,8
java,xwiki/xwiki-commons,MavenBuildExtensionRepository.openStream,19,2
java,VoltDB/voltdb,Grantee.revoke,6,2
java,lesaint/damapping,CommonMethodsImpl.useQualifiedReference,24,9
java,js-lib-com/commons,TextTemplate.put,5,1
java,riversun/d6,D6CrudUpdateHelper.map,46,12
java,palatable/lambda,State.zip,4,4
java,mp911de/spinach,ClusterAwareNodeSupport.reloadNodes,19,4
python,bcbio/bcbio-nextgen,_run_wham,15,6
python,yyuu/botornado,AutoScaleConnection.get_all_policies,28,7
python,KenjiTakahashi/td,Arg.add,7,2
python,SuryaSankar/flask-sqlalchemy-booster,QueryableMixin.add,20,4
python,Microsoft/nni,GridSearchTuner.json2paramater,36,11
python,bwohlberg/sporco,TVL1Deconv.cnst_A,9,3
python,blockstack/pybitcoin,BitcoinKeypair.from_passphrase,17,5
python,avelkoski/FRB,_convert,9,3
python,spyder-ide/spyder,ThumbnailScrollBar.save_all_figures_as,8,2
python,brentp/cruzdb,ABase.cds,8,3
python,williballenthin/python-evtx,FileHeader.chunks,18,3
python,KieranWynn/pyquaternion,Quaternion._normalise,8,3
python,ArduPilot/MAVProxy,AsterixModule.idle_task,98,21
python,lk-geimfari/mimesis,Random.uniform,8,1
python,CivicSpleen/ambry,SourceColumn.dict,9,4
python,Azure/blobxfer,EncryptionMetadata.convert_to_json_with_mac,71,4
python,spacetelescope/stsci.tools,unlearn,22,7
python,fprimex/zdesk,ZendeskAPI.organization_field_show,5,1
python,michaelpb/omnic,CommandParser.subcommand,13,2
python,ultrabug/py3status,Block.new_block,8,1
python,TrafficSenseMSD/SumoTools,vehicleTypes2flt,10,2
python,tensorflow/cleverhans,model_eval,61,8
python,benmoran56/esper,texture_from_image,6,1
python,JamesPHoughton/pysd,Macro.initialize,37,14
python,Bystroushaak/BalancedDiscStorage,BalancedDiscStorage.delete_by_path,25,4
python,SheffieldML/GPy,DescreteStateSpace._check_grad_measurement_matrices,49,16
python,jkwill87/mapi,has_provider_support,7,4
python,yatiml/yatiml,Node.unders_to_dashes_in_keys,9,3
python,SatelliteQE/nailgun,Host.read,56,14
python,pypa/pipenv,ParserElement.split,20,6
python,nitmir/django-cas-server,LoginView.check_lt,20,8
python,Jaymon/prom,Orm._populate,10,2
python,limodou/uliweb,parse_options_header,25,4
python,maas/python-libmaas,cmd_deploy._get_deploy_options,17,4
python,delfick/nose-of-yeti,ConfigUtil.use_config_file,5,2
python,mitsei/dlkit,ValueRetrievalSession.get_value_by_parameter,36,10
python,kejbaly2/idid,GitLogg._init_repo,14,3
python,NLeSC/noodles,run_xenon_simple,10,2
python,apple/turicreate,_SnakeCaseToCamelCase,24,7
python,cds-astro/mocpy,MOC.fill,43,3
python,miyakogi/wdom,WdomElement.textContent,5,2
python,MechanicalSoup/MechanicalSoup,StatefulBrowser.follow_link,16,3
python,INM-6/hybridLFPy,get_colors,14,5
python,ArduPilot/MAVProxy,MiscModule.cmd_playtune,15,4
python,bukun/TorCMS,MPost.query_recent_most,12,1
python,kylef/refract.py,Element.children,10,3
python,saltstack/salt,network_stop,18,1
python,KeithSSmith/switcheo-python,AuthenticatedClient.execute_deposit,19,3
python,saltstack/salt,smembers,9,1
python,maxcountryman/atomos,AtomicCtypesReference.set,8,1
python,ic-labs/django-icekit,AbstractBaseModel.save,6,1
python,ontio/ontology-python-sdk,BinaryReader.read_uint32,13,2
python,echinopsii/net.echinopsii.ariane.community.cli.python3,LinkService.find_link,62,22
python,bitcraze/crazyflie-lib-python,Crazyflie._mems_updated_cb,4,1
python,SUSE-Enceladus/ipa,get_yaml_config,14,2
python,autokey/autokey,XInterfaceBase.send_string_clipboard,20,5
python,Shizmob/pydle,BasicClient._reconnect_delay,9,3
python,raiden-network/raiden,handle_unlock,33,5
python,nugget/python-insteonplm,LinkedDevices.add_device_callback,4,1
python,jessamynsmith/twitterbot,MarkovChainMessageProvider.create,13,5
python,AtomHash/evernode,FormData.__invalid_request,9,1
python,twaldear/flask-csp,csp_default.update,12,3
python,Karaage-Cluster/karaage,application_list,23,4
python,pypa/pipenv,create_connection,41,9
python,IBM/pyxcli,MirroredEntities.get_host_port_names,9,3
python,fabioz/PyDev.Debugger,isroutine,6,2
python,PSPC-SPAC-buyandsell/von_anchor,Tails.dir,13,4
python,NLeSC/scriptcwl,WorkflowGenerator._get_step,24,3
python,LeKono/pyhgnc,QueryManager._limit_and_df,23,8
python,VonStruddle/PyHunter,PyHunter.create_leads_list,13,2
python,wmayner/pyphi,KPartition.mechanism,4,2
python,napalm-automation/napalm-logs,ClientAuth.decrypt,18,3
python,eumis/pyviews,convert_to_node,4,1
python,DataBiosphere/toil,Message.from_sqs,10,2
python,vpelletier/python-libusb1,USBPoller.unregister,10,2
python,vertexproject/synapse,runItemCmdr,8,2
python,SatelliteQE/nailgun,Repository.path,38,2
python,ArchiveTeam/wpull,ElementWalker.iter_links_element,36,11
python,nutechsoftware/alarmdecoder,EventHandler._getfunctionlist,7,2
python,senaite/senaite.jsonapi,FileFieldManager.get_download_url,8,1
python,tradenity/python-sdk,ReturnLineItem.replace_return_line_item_by_id,20,2
python,jbarlow83/OCRmyPDF,_find_regular_images,20,7
python,ambitioninc/newrelic-api,Servers.list,64,11
python,crs4/pydoop,hdfs.set_replication,11,1
python,peterdemin/pip-compile-multi,skipper,12,3
python,mandiant/ioc_writer,make_driveritem_drivername,12,2
python,saltstack/salt,setenv,69,14
python,a1ezzz/wasp-general,WSimpleTrackerStorage.register_start,7,2
python,tanghaibao/jcvi,Counter.elements,11,3
python,saltstack/salt,delete_alarms,31,9
python,nccgroup/opinel,connect_service,33,6
python,twisted/txaws,S3Client._parse_versioning_config,6,1
python,pmorissette/bt,Node.members,9,2
python,infothrill/python-launchd,write,12,1
python,skorch-dev/skorch,NeuralNet._set_params_callback,25,8
python,spyder-ide/spyder,EditorStack.set_or_edit_conditional_breakpoint,5,2
python,bcbio/bcbio-nextgen,_run_vardict_paired,65,13
python,seomoz/shovel,Shovel.keys,9,4
python,aio-libs/aiodocker,Docker._docker_machine_ssl_context,17,2
python,praw-dev/prawcore,DeviceIDAuthorizer.refresh,4,1
python,jilljenn/tryalgo,intervals_union,21,7
python,proycon/clam,CLAMClient.start,13,7
python,wavefrontHQ/python-client,SavedSearch.entity_type,15,5
python,SoCo/SoCo,SoCo.create_sonos_playlist,18,1
python,hozn/stravalib,Client.get_running_race,9,3
python,mikemaccana/python-docx,replace,13,5
python,honzajavorek/redis-collections,RedisCollection._normalize_index,6,3
python,watchforstock/evohome-client,EvohomeClient._basic_login,30,5
python,openego/eTraGo,storage_soc_sorted,55,5
python,RockFeng0/rtsf-web,WebActions.UploadType,10,3
python,gwastro/pycbc,BaseInferenceFile.copy_metadata,12,2
python,saltstack/salt,set_warndays,17,3
python,hyperledger/sawtooth-core,ContextManager.add_execution_data,15,4
python,pingviini/aja,get_buildout_config,12,3
python,spencerahill/aospy,_get_all_objs_of_type,13,3
python,scarface-4711/denonavr,DenonAVR._play,17,5
python,DarkEnergySurvey/ugali,query_disc,27,4
python,flo-compbio/genometools,get_project_urls,18,4
python,ARMmbed/mbed-cloud-sdk-python,DeviceDirectoryAPI.list_queries,14,1
python,aichaos/rivescript-python,RiveScript.sort_replies,28,5
python,botstory/botstory,execute,61,9
python,has2k1/plotnine,get_calculated_aes,9,3
python,Esri/ArcREST,GeometryService.project,33,2
python,nion-software/nionswift,HardwareSource.create_record_task,13,7
python,thiagopbueno/rddl2tf,TensorFluent._aggregation_op,20,4
python,ryan-roemer/django-cloud-browser,CloudObject.smart_content_encoding,9,3
python,vlukes/dicom2fem,find_map,40,7
python,avladev/pypro,exception_handler,13,4
python,mitsei/dlkit,AssessmentManager.get_item_bank_assignment_session,14,3
python,davenquinn/Attitude,apparent_dip_correction,23,5
python,pyviz/holoviews,DimensionedPlot._traverse_options,38,18
python,yolothreat/utilitybelt,urlvoid_check,11,5
python,devopshq/artifactory,ArtifactoryPath.deploy_deb,22,1
python,pycampers/ampy,Files.ls,84,22
python,cltk/cltk,PrettyPrint.html_print_file,47,2
python,agoragames/leaderboard-python,Leaderboard.members_from_rank_range_in,31,4
python,coopernurse/barrister,Struct.field,18,5
python,hvac/hvac,Client.list,14,3
python,holtjma/msbwt,decompressBWT,31,8
python,sebp/scikit-survival,Surv.from_arrays,39,5
python,materialsproject/pymatgen,OrderDisorderElementComparator.are_equal,14,2
python,quantopian/zipline,maybe_from_tuple,29,4
python,guaix-ucm/numina,main,97,14
python,PythonCharmers/python-future,_get_caller_globals_and_locals,9,2
python,brettcannon/gidgethub,_parse_content_type,12,3
python,delfick/aws_syncr,Collector.prepare,21,11
python,spacetelescope/stsci.tools,IrafPar.pretty,35,11
python,razorpay/razorpay-python,Transfer.reversals,11,2
python,NASA-AMMOS/AIT-Core,StreamCaptureManagerServer.start,3,1
python,riga/tfdeploy,Max,6,2
python,astrocatalogs/astrocats,Catalog.journal_entries,50,12
python,Telefonica/toolium,DriverWrapper.get_config_window_bounds,15,4
python,bitprophet/ssh,SSHConfig._expand_variables,52,10
python,bwohlberg/sporco,get_module_members,44,6
python,devision-io/metasdk,MediaService.upload,14,1
python,ultrabug/py3status,ConfigParser.parse,80,23
python,timeyyy/apptools,get_active_window_pos,21,1
python,JdeRobot/base,demix1,7,1
python,ironfroggy/django-better-cache,CacheModel.from_miss,11,2
python,jonathf/chaospy,sample_dist.sample,24,5
python,mitsei/dlkit,AssessmentOfferedForm.clear_duration,11,3
python,Esri/ArcREST,UsageReports.reports,14,3
python,pandas-dev/pandas,DataFrame._get_agg_axis,10,3
python,acutesoftware/AIKIF,Value.match_value_to_text,16,4
python,SeabornGames/RequestClient,ConnectionBasic._create_api_call,22,3
python,fabioz/PyDev.Debugger,Process.read,20,3
python,ARMmbed/mbed-cloud-sdk-python,UpdateAPI.get_firmware_image,7,2
python,mapmyfitness/jtime,log,22,6
python,twisted/vertex,PTCPConnection.connectionJustEstablished,17,2
python,welbornprod/colr,ColorCode._init_hex,5,1
python,yamcs/yamcs-python,print_packet_range,8,1
python,bsmurphy/PyKrige,UniversalKriging.print_statistics,8,2
python,googleapis/google-cloud-python,get_signed_query_params_v2,24,4
python,mitsei/dlkit,AssessmentProxyManager.get_assessment_results_session_for_bank,21,6
python,tgbugs/pyontutils,id_fix,15,6
python,jpvanhal/flask-split,_is_robot,11,2
python,mozilla-releng/scriptworker,get_single_upstream_artifact_full_path,13,2
python,apache/incubator-mxnet,KVStore._set_updater,36,1
python,iotile/coretools,PersistGraphRecord.MatchQuality,29,6
python,django-leonardo/django-leonardo,find_all_templates,34,9
python,kieferk/dfply,mean,10,2
python,alorence/pysvg-py3,ShapeBuilder.createPolyline,16,1
python,graphql-python/graphql-core,GraphQLQuiverCloudBackend.make_post_request,5,1
python,DLR-RM/RAFCON,reduce_to_parent_states,25,10
python,alexhayes/django-toolkit,EmailMultiRelated.attach_related_file,5,1
python,google/grr,DualDBSystemCronJob,30,5
python,the01/python-flotils,Loadable.load_settings,14,2
python,fkarb/xltable,Table.get_data,17,6
python,Gwildor/Pyromancer,Match.msg,34,6
python,michael-lazar/rtv,Terminal.clean,39,11
python,cisco-sas/kitty,GraphModel.check_loops_in_grpah,12,7
python,fabioz/PyDev.Debugger,SimpleXMLRPCRequestHandler.log_request,4,2
python,dlintott/gns3-converter,Node.add_device_items,42,17
python,CivicSpleen/ambry,Bundle.exception,6,1
python,quantopian/zipline,ensure_treasury_data,55,8
python,diging/tethne,WoSParser.postprocess_WC,10,4
python,QUANTAXIS/QUANTAXIS,QA_indicator_RSI,9,1
python,SHTOOLS/SHTOOLS,_time_variable_part,20,5
python,radujica/baloo,Cache.cache_intermediate_result,18,2
python,asciimoo/drawille,Canvas.set,11,2
python,conchoecia/gloTK,BaseWrapper.run,66,14
python,oseledets/ttpy,eigb,48,3
python,PmagPy/PmagPy,unpack,21,4
python,crocs-muni/roca,RocaFingerprinter.mark_and_add_effort,24,4
python,maxfischer2781/chainlet,printlet,21,5
python,markovmodel/msmtools,ReactiveFlux.pathways,22,3
python,ddorn/GUI,SimpleText.color,5,3
python,manns/pyspread,libvlc_audio_set_callbacks,17,3
python,AndresMWeber/Nomenclate,NameParser.get_string_camel_patterns,21,11
python,OpenTreeOfLife/peyotl,GitActionBase._get_changed_docs,30,6
python,google/pyu2f,LinuxHidDevice.Read,5,1
python,jeffh/pyconstraints,BacktrackingSolver.satisfies_constraints,7,5
python,materialsproject/pymatgen,Flow.show_history,26,7
python,jaseg/python-mpv,MPV.unregister_message_handler,11,5
python,sanger-pathogens/ariba,sam_pair_to_insert,16,4
python,belbio/bel,hash_nanopub,64,10
python,bcbio/bcbio-nextgen,locale_export,18,9
python,erkghlerngm44/malaffinity,pearson,24,9
python,PMEAL/OpenPNM,isoutside,48,7
python,log2timeline/plaso,AttributeContainer.GetAttributeNames,12,3
python,kensho-technologies/graphql-compiler,get_column,17,5
python,pyroscope/pyrocore,_write_pidfile,9,1
python,pypa/pipenv,to_genshi,38,15
python,KelSolaar/Umbra,GraphModelNode.node_changed,9,2
python,dfm/george,GP.grad_log_likelihood,52,11
python,ulule/django-badgify,reset_awards,26,6
python,se-esss-litterbox/Pynac,Steerer.from_dynacRepr,7,1
python,Bystroushaak/pyDHTMLParser,HTMLQuery.findAll,25,8
python,Julian/txmusicbrainz,BoundEntityRetriever.search,8,2
python,gwastro/pycbc,spa_tmplt_engine,10,1
python,rootpy/rootpy,BaseTree.create_branches,10,2
python,DLR-RM/RAFCON,SemanticDataEditorController.key_edited,20,6
python,KarchinLab/probabilistic2020,GeneSequence._to_upper,5,4
python,materialsproject/pymatgen,AbinitTask.find_optconf,7,2
python,quantumlib/Cirq,pack_results,31,14
python,brutus/wdiffhtml,wdiff,17,2
python,ngmarchant/oasis,verify_identifiers,13,5
python,materialsproject/pymatgen-db,QueryEngine.set_aliases_and_defaults,30,5
python,SBRG/ssbio,Protein.protein_statistics,27,7
python,rominf/module-wrapper,_wrap,340,57
python,kubernetes-client/python,ApiClient.sanitize_for_serialization,38,14
python,marcharper/python-ternary,left_parallel_line,17,1
python,yunojuno/elasticsearch-django,_in_search_queryset,7,2
python,CenturyLinkCloud/clc-python-sdk,Group.Refresh,8,1
python,bcbio/bcbio-nextgen,index,11,2
python,array-split/array_split,ShapeSplitter.set_split_extents_by_split_size,45,7
python,vmalloc/dessert,AssertionRewriter.variable,6,1
python,saltstack/salt,user_verify_password,41,10
python,ev3dev/ev3dev-lang-python,UltrasonicSensor.distance_inches_continuous,10,2
python,pyannote/pyannote-metrics,reindex,5,1
python,PyCQA/astroid,AsStringVisitor.visit_extslice,3,2
python,scanny/python-pptx,BaseShapeFactory,17,4
python,inspirehep/inspire-dojson,related_records2marc,21,4
python,SiLab-Bonn/pylandau,fwhm,21,3
python,CalebBell/fluids,Chisholm,121,18
python,materialsproject/pymatgen,SlabEntry.from_dict,14,1
python,ejeschke/ginga,SaveImage.update_channels,27,6
python,Erotemic/utool,compose_functions,11,1
python,tensorflow/tensor2tensor,transformer_nat_small,24,1
python,fred49/argtoolbox,Element._load,76,15
python,lk-geimfari/mimesis,RussiaSpecProvider.patronymic,10,1
python,tjcsl/ion,User.last_first_initial,6,3
python,chaoss/grimoirelab-sortinghat,EmailMatcher.match_filtered_identities,27,8
python,refinery29/chassis,ServiceFactory._replace_service_arg,3,1
python,bibanon/BASC-py4chan,download_file,16,6
python,senaite/senaite.core,UniqueFieldValidator.query_parent_objects,23,6
python,nteract/bookstore,BookstorePublishHandler._publish,33,3
python,softlayer/softlayer-python,cli,17,8
python,mitodl/edx-api-client,CourseDetails.get_detail,17,1
python,fastai/fastai,trainable_params,4,1
python,portfoliome/postpy,MaterializedView.create,9,3
python,maas/python-libmaas,MachineSSHMixin._check_ssh,9,2
python,CodeReclaimers/neat-python,DistributedEvaluator._reset_em,5,1
python,saltstack/salt,decode_embedded_strs,23,8
python,brainiak/brainiak,bootstrap_isc,114,29
python,bwohlberg/sporco,ADMMTwoBlockCnstrnt.getmin,11,5
python,apache/spark,CloudPickler.save_inst,37,7
python,romanz/trezor-agent,_key_info,9,3
python,angr/angr,SimCC.set_return_val,20,10
python,krischer/django-plugins,SyncPlugins.all,15,3
python,DC23/scriptabit,copy_default_config_to_user_directory,20,4
python,pettarin/ipapy,IPAString.cns_vwl_str_len_wb,12,3
python,jwodder/doapi,Droplet.restore,18,3
python,neithere/monk,one_of,16,5
python,pysathq/pysat,MapleCM.get_core,7,3
python,jmgilman/Neolib,Context.addProxyObject,8,2
python,lrq3000/pyFileFixity,SortedDict.popitem,13,3
python,pypa/pipenv,ParseBaseException.markInputline,10,2
python,abe-winter/pg13-py,Row.select,7,4
python,reingart/pyafipws,WSLTV.AgregarBonificacion,5,1
python,empirical-org/Quill-NLP-Tools-and-Datasets,training_data,37,8
python,hardbyte/python-can,UcanServer.check_version_is_equal_or_higher,11,3
python,materialsproject/custodian,VaspJob.full_opt_run,64,12
python,pyviz/param,ParameterizedFunction.script_repr,7,2
python,openclimatedata/pymagicc,_Reader.process_data,20,1
python,Duke-GCB/lando-messaging,WorkQueueProcessor.process_messages_loop,10,2
python,ramses-tech/ramses,ESBaseView.get_item_es,19,4
python,volafiled/python-volapi,User.register,11,3
python,pyinvoke/invocations,_find_package,30,11
python,chbrown/viz,hist,40,14
python,mcieslik-mctp/papy,_comp_task,11,2
python,gwastro/pycbc,segment_snrs,28,3
python,angr/claripy,StridedInterval.least_upper_bound,43,11
python,gmr/tredis,Client._on_cluster_data_moved,18,2
python,useblocks/sphinxcontrib-needs,procces_filters,37,13
python,dairiki/python-libtcd,Tcd.append,8,1
python,glue-viz/glue-vispy-viewers,EmitterGroup.connect,10,2
python,esterhui/pypu,service_flickr._update_config,19,6
python,bigchaindb/bigchaindb,Exchange.dispatch,10,4
python,awslabs/sockeye,regular_file,12,2
python,thespacedoctor/tastic,baseClass.sort_tasks,80,17
python,jmgilman/Neolib,KitchenQuest.submitQuest,17,4
python,dourvaris/nano-python,convert,30,5
python,thorgate/django-esteid,ocsp_responder_certificate_path,11,2
python,CZ-NIC/yangson,SchemaNode._iname2qname,5,2
python,saltstack/salt,archive,36,3
python,Zsailer/phylopandas,_write_method,26,2
python,materialsproject/pymatgen,get_symbol_list,23,8
python,mcs07/ChemDataExtractor,ListType.serialize,3,2
python,globocom/GloboNetworkAPI-client-python,ApiEnvironment.update,10,2
python,fprimex/zdesk,ZendeskAPI.view_delete,5,1
python,spacetelescope/stsci.tools,Section.as_list,19,2
python,note35/sinon,SinonAssertion.alwaysCalledWithMatch,8,2
python,Opentrons/opentrons,known_pipettes,5,4
python,python-diamond/Diamond,CephCollector.get_default_config,12,1
python,rene-aguirre/pywinusb,winapi_result,6,3
python,nicolargo/glances,GlancesWebList.set_server,3,2
python,deepmind/sonnet,BatchNormLSTM.state_size,9,2
python,wuher/devil,PermissionController._has_perm,10,6
python,ARMmbed/icetea,PluginManager.start_external_service,19,3
python,evhub/coconut,Compiler.bind,51,2
python,RedHatInsights/insights-core,get_pool,15,4
python,fananimi/pyzk,ZK.poweroff,14,2
python,fabioz/PyDev.Debugger,SortImports._add_comments,6,1
python,icemac/toll,commands,12,6
python,django-leonardo/django-leonardo,Leonardo.get_app_modules,28,9
python,blazelibs/blazeutils,csvtolist,7,2
python,hollenstein/maspy,calcPeptideMass,34,5
python,jefflovejapan/drench,Peer.read,20,4
python,ambitioninc/django-query-builder,Table.remove_field,17,3
python,pygobject/pgi,ActionGroup.add_radio_actions,54,18
python,njharman/die,Roll.iter,7,2
python,totalgood/pugnlp,Detector.candidates,23,6
python,stan-dev/pystan,_pars_total_indexes,57,6
python,gmr/tinman,Model.sha1,6,2
python,spyder-ide/spyder,LineNumberArea.mouseMoveEvent,18,5
python,openego/ding0,plot_mv_topology,285,38
python,jaepil/twkorean,to_utf8,13,8
python,danilobellini/audiolazy,lpc,36,6
python,fracpete/python-weka-wrapper3,OptionHandler.to_dict,10,2
python,halcy/Mastodon.py,Mastodon.status_delete,7,1
python,xtrementl/focus,SettingLexer._new_token,15,5
python,ttinies/sc2gameLobby,getLocalIPaddress,17,4
python,libtcod/python-tcod,BSP.in_order,10,2
python,geophysics-ubonn/reda,compute_K,96,11
python,LeKono/pyhgnc,QueryManager._one_to_many_query,17,6
python,Microsoft/azure-devops-python-api,TaskClient.get_attachment_content,37,11
python,hollenstein/maspy,_findUniqueMappingValues,13,5
python,minhhoit/yacms,BaseImporterCommand.add_comment,16,3
python,odlgroup/odl,TheanoOperator.perform,39,2
python,LuqueDaniel/pybooru,DanbooruApi_Mixin.forum_topic_update,14,1
python,heikomuller/sco-datastore,DefaultImageManager.get_directory,19,3
python,saltstack/salt,show_conf,20,3
python,mehmetg/streak_client,StreakClient.delete_pipeline_stage,19,5
python,saltstack/salt,AsyncClientMixin.asynchronous,15,3
python,Rockhopper-Technologies/enlighten,download,17,2
python,Iotic-Labs/py-IoticAgent,Feed.share,31,5
python,spyder-ide/spyder,EditorStack.save_all,7,3
python,bwhite/hadoopy,isempty,10,5
python,mjirik/io3d,_expand_dataset_packages,14,5
python,tamasgal/km3pipe,convert_runsummary_to_json,36,10
python,mthornhill/django-postal,Resource.cleanup_request,14,6
python,nugget/python-insteonplm,IM._get_first_all_link_record,13,2
python,coghost/izen,TermTable._print_value,10,4
