function_count,parameter_count,variable_count,declaration_count,if_count,for_count,while_count,switch_count,return_count,call_count,argument_count,assignment_count,binary_expression_count,identifier_count,block_count,expression_count,literal_count,ast_nodes,leaf_nodes,internal_nodes,max_depth,leaf_ratio,internal_ratio,branch_density,call_density,identifier_density,expression_density,variable_density,statement_density,nesting_factor,cyclomatic_estimate,avg_parameters,language,repository,function
1,4,0,0,1,0,0,0,2,2,2,0,0,14,1,0,0,62,44,18,7,0.7096774193548387,0.2903225806451613,0.016129032258064516,0.03225806451612903,0.22580645161290322,0.0,0.0,0.0,0.11290322580645161,2,4.0,java,timewalker74/ffmq,StringTools.startsWith
1,1,0,0,1,0,0,0,1,2,4,0,1,14,2,1,2,77,55,22,9,0.7142857142857143,0.2857142857142857,0.012987012987012988,0.025974025974025976,0.18181818181818182,0.012987012987012988,0.0,0.012987012987012988,0.11688311688311688,2,1.0,java,hector-client/hector,HKerberosSecuredThriftClientFactoryImpl.createClient
1,0,6,3,0,0,0,6,0,14,16,5,0,33,18,14,20,575,379,196,23,0.6591304347826087,0.3408695652173913,0.0,0.02434782608695652,0.057391304347826085,0.02434782608695652,0.010434782608695653,0.02434782608695652,0.04,1,0.0,java,dyu/protostuff-1.0.x,ProtoLexer.mOCTAL_ESC
1,2,0,0,0,0,0,0,1,2,2,0,0,7,1,0,1,56,37,19,7,0.6607142857142857,0.3392857142857143,0.0,0.03571428571428571,0.125,0.0,0.0,0.0,0.125,1,2.0,java,apereo/cas,WebUtils.getPasswordlessAuthenticationAccount
1,2,0,0,0,0,0,0,0,3,4,0,0,13,4,1,0,87,58,29,10,0.6666666666666666,0.3333333333333333,0.0,0.034482758620689655,0.14942528735632185,0.011494252873563218,0.0,0.011494252873563218,0.11494252873563218,1,2.0,java,jenkinsci/jenkins,RunIdMigrator.move
1,2,0,0,0,0,0,0,0,1,1,0,0,7,1,1,0,35,23,12,6,0.6571428571428571,0.34285714285714286,0.0,0.02857142857142857,0.2,0.02857142857142857,0.0,0.02857142857142857,0.17142857142857143,1,2.0,java,matthewhorridge/owlapi-gwt,OWLDisjointUnionAxiomImpl_CustomFieldSerializer.deserializeInstance
1,1,0,0,0,0,0,0,1,2,2,0,0,7,1,0,0,42,28,14,8,0.6666666666666666,0.3333333333333333,0.0,0.047619047619047616,0.16666666666666666,0.0,0.0,0.0,0.19047619047619047,1,1.0,java,ben-manes/caffeine,Caffeine.from
1,2,0,0,5,0,0,0,6,12,12,0,2,23,8,0,7,182,124,58,11,0.6813186813186813,0.31868131868131866,0.027472527472527472,0.06593406593406594,0.12637362637362637,0.0,0.0,0.0,0.06043956043956044,6,2.0,java,hsiafan/apk-parser,Locales.match
1,0,0,0,6,0,0,0,1,14,14,0,5,36,12,4,1,280,194,86,17,0.6928571428571428,0.30714285714285716,0.02142857142857143,0.05,0.12857142857142856,0.014285714285714285,0.0,0.014285714285714285,0.060714285714285714,7,0.0,java,alkacon/opencms-core,CmsContainerpageController.reInitInlineEditing
1,1,2,1,1,0,0,0,0,8,8,0,1,21,6,4,4,157,107,50,13,0.6815286624203821,0.3184713375796178,0.006369426751592357,0.050955414012738856,0.1337579617834395,0.025477707006369428,0.012738853503184714,0.025477707006369428,0.08280254777070063,2,1.0,java,xvik/guice-persist-orient,RepositoryModule.loadOptionalExecutor
1,2,2,1,3,0,0,0,1,6,7,2,1,32,5,3,3,195,137,58,14,0.7025641025641025,0.29743589743589743,0.015384615384615385,0.03076923076923077,0.1641025641025641,0.015384615384615385,0.010256410256410256,0.015384615384615385,0.07179487179487179,4,2.0,java,ddf-project/DDF,BasicDDF.afterDeserialization
1,2,2,1,1,0,0,0,0,1,2,0,1,9,2,1,1,62,41,21,9,0.6612903225806451,0.3387096774193548,0.016129032258064516,0.016129032258064516,0.14516129032258066,0.016129032258064516,0.03225806451612903,0.016129032258064516,0.14516129032258066,2,2.0,java,gwtbootstrap3/gwtbootstrap3-extras,SummernoteImageUploadEvent.fire
1,3,2,1,1,0,0,0,1,5,5,5,7,30,3,5,4,153,100,53,10,0.6535947712418301,0.3464052287581699,0.006535947712418301,0.032679738562091505,0.19607843137254902,0.032679738562091505,0.013071895424836602,0.032679738562091505,0.06535947712418301,2,3.0,java,google/j2objc,UCaseProps.getSlotValueAndOffset
1,1,3,2,0,0,0,0,0,4,5,0,0,15,2,2,0,88,60,28,10,0.6818181818181818,0.3181818181818182,0.0,0.045454545454545456,0.17045454545454544,0.022727272727272728,0.03409090909090909,0.022727272727272728,0.11363636363636363,1,1.0,java,Talend/tesb-rt-se,SLPropertiesImpl.addProperty
1,1,2,1,1,0,0,0,2,1,1,0,1,9,1,0,1,47,32,15,7,0.6808510638297872,0.3191489361702128,0.02127659574468085,0.02127659574468085,0.19148936170212766,0.0,0.0425531914893617,0.0,0.14893617021276595,2,1.0,java,hankcs/HanLP,PartOfSpeechTagDictionary.translate
1,0,4,2,0,0,0,0,1,3,4,0,0,10,1,1,0,71,46,25,8,0.647887323943662,0.352112676056338,0.0,0.04225352112676056,0.14084507042253522,0.014084507042253521,0.056338028169014086,0.014084507042253521,0.11267605633802817,1,0.0,java,zaproxy/zaproxy,Context.getNodesInContextFromSiteTree
1,3,2,1,2,0,0,0,0,8,10,2,4,29,3,4,6,186,129,57,10,0.6935483870967742,0.3064516129032258,0.010752688172043012,0.043010752688172046,0.15591397849462366,0.021505376344086023,0.010752688172043012,0.021505376344086023,0.053763440860215055,3,3.0,java,iipc/openwayback,UIResults.forward
1,2,2,1,4,0,0,0,3,16,17,0,6,40,6,5,7,272,186,86,12,0.6838235294117647,0.3161764705882353,0.014705882352941176,0.058823529411764705,0.14705882352941177,0.01838235294117647,0.007352941176470588,0.01838235294117647,0.04411764705882353,5,2.0,java,opencb/biodata,VariantMetadataManager.addIndividual
1,5,12,6,0,0,0,0,0,11,13,1,0,42,1,6,0,192,131,61,8,0.6822916666666666,0.3177083333333333,0.0,0.057291666666666664,0.21875,0.03125,0.0625,0.03125,0.041666666666666664,1,5.0,java,biojava/biojava,StructurePairAligner.align
1,2,2,1,1,0,0,0,2,1,1,0,7,18,2,0,1,89,58,31,9,0.651685393258427,0.34831460674157305,0.011235955056179775,0.011235955056179775,0.20224719101123595,0.0,0.02247191011235955,0.0,0.10112359550561797,2,2.0,java,alibaba/jstorm,WatermarkTimeTriggerPolicy.getNextAlignedWindowTs
2,5,4,2,4,0,0,0,3,11,16,0,4,41,8,0,10,369,250,119,17,0.6775067750677507,0.3224932249322493,0.01084010840108401,0.02981029810298103,0.1111111111111111,0.0,0.01084010840108401,0.0,0.04607046070460705,5,2.5,java,Azure/azure-sdk-for-java,ModelsImpl.getIntentSuggestionsWithServiceResponseAsync
1,1,2,1,0,0,0,0,1,2,2,1,0,9,1,1,2,55,37,18,8,0.6727272727272727,0.32727272727272727,0.0,0.03636363636363636,0.16363636363636364,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.14545454545454545,1,1.0,java,WolfgangFahl/Mediawiki-Japi,MediaWikiApiImpl.normalizeTitle
1,1,4,2,0,0,0,0,1,1,2,0,0,8,1,0,0,65,42,23,8,0.6461538461538462,0.35384615384615387,0.0,0.015384615384615385,0.12307692307692308,0.0,0.06153846153846154,0.0,0.12307692307692308,1,1.0,java,netscaler/nitro,autoscaleaction.get
1,1,16,8,9,0,0,0,4,22,25,0,7,62,13,3,17,476,330,146,14,0.6932773109243697,0.3067226890756303,0.018907563025210083,0.046218487394957986,0.13025210084033614,0.0063025210084033615,0.03361344537815126,0.0063025210084033615,0.029411764705882353,10,1.0,java,avianey/facebook-api-android-maven,Session.handlePermissionResponse
1,2,8,4,1,0,0,0,1,9,11,0,0,32,4,3,0,192,128,64,12,0.6666666666666666,0.3333333333333333,0.005208333333333333,0.046875,0.16666666666666666,0.015625,0.041666666666666664,0.015625,0.0625,2,2.0,java,Axway/Grapes,ArtifactHandler.getArtifactLicenses
1,1,2,1,0,1,0,0,0,1,1,1,1,12,1,1,1,61,40,21,9,0.6557377049180327,0.3442622950819672,0.01639344262295082,0.01639344262295082,0.19672131147540983,0.01639344262295082,0.03278688524590164,0.01639344262295082,0.14754098360655737,2,1.0,java,EdwardRaff/JSAT,Stemmer.applyTo
1,1,0,0,0,0,0,0,1,1,2,0,0,5,1,0,0,47,30,17,9,0.6382978723404256,0.3617021276595745,0.0,0.02127659574468085,0.10638297872340426,0.0,0.0,0.0,0.19148936170212766,1,1.0,java,kaazing/gateway,ResolutionUtils.cloneInterfaces
1,1,8,4,2,1,0,0,3,5,5,0,7,24,3,0,6,142,95,47,11,0.6690140845070423,0.33098591549295775,0.02112676056338028,0.035211267605633804,0.16901408450704225,0.0,0.056338028169014086,0.0,0.07746478873239436,4,1.0,java,OpenLiberty/open-liberty,StatsImpl.getStatistic
1,1,2,1,2,0,0,0,1,3,5,1,3,14,3,4,6,117,78,39,10,0.6666666666666666,0.3333333333333333,0.017094017094017096,0.02564102564102564,0.11965811965811966,0.03418803418803419,0.017094017094017096,0.03418803418803419,0.08547008547008547,3,1.0,java,lastaflute/lastaflute,HtmlResponse.renderWith
1,2,4,2,0,0,0,0,1,6,6,0,0,21,1,0,1,91,64,27,12,0.7032967032967034,0.2967032967032967,0.0,0.06593406593406594,0.23076923076923078,0.0,0.04395604395604396,0.0,0.13186813186813187,1,2.0,java,googleapis/google-cloud-java,LoggingSnippets.updateSink
1,3,0,0,0,0,0,0,1,4,4,0,0,11,1,0,0,54,37,17,9,0.6851851851851852,0.3148148148148148,0.0,0.07407407407407407,0.2037037037037037,0.0,0.0,0.0,0.16666666666666666,1,3.0,java,Azure/azure-sdk-for-java,NetworkWatchersInner.beginGetVMSecurityRules
1,3,9,5,1,0,0,0,2,6,6,0,1,32,2,0,4,179,123,56,11,0.6871508379888268,0.3128491620111732,0.00558659217877095,0.0335195530726257,0.1787709497206704,0.0,0.05027932960893855,0.0,0.061452513966480445,2,3.0,java,micronaut-projects/micronaut-core,AbstractBeanDefinition.getValueForPath
1,1,2,1,0,0,0,0,1,7,7,0,0,16,1,0,1,84,57,27,12,0.6785714285714286,0.32142857142857145,0.0,0.08333333333333333,0.19047619047619047,0.0,0.023809523809523808,0.0,0.14285714285714285,1,1.0,java,molgenis/molgenis,Attribute.getChild
1,1,7,4,3,1,0,0,2,8,8,3,2,41,5,3,3,195,133,62,12,0.6820512820512821,0.31794871794871793,0.020512820512820513,0.041025641025641026,0.21025641025641026,0.015384615384615385,0.035897435897435895,0.015384615384615385,0.06153846153846154,5,1.0,java,landawn/AbacusUtil,StringUtil.swapCase
1,1,0,0,0,0,0,0,1,1,1,0,0,6,1,0,0,37,26,11,7,0.7027027027027027,0.2972972972972973,0.0,0.02702702702702703,0.16216216216216217,0.0,0.0,0.0,0.1891891891891892,1,1.0,java,nats-io/java-nats,NKey.createUser
1,2,36,18,17,0,1,0,2,47,49,11,11,169,19,24,28,970,689,281,18,0.7103092783505155,0.28969072164948456,0.018556701030927835,0.04845360824742268,0.17422680412371133,0.024742268041237112,0.03711340206185567,0.024742268041237112,0.018556701030927835,19,2.0,java,OpenLiberty/open-liberty,NeighbourProxyListener.handleCreateProxySubscription
1,2,0,0,0,0,0,0,1,1,1,0,1,6,1,0,2,37,25,12,7,0.6756756756756757,0.32432432432432434,0.0,0.02702702702702703,0.16216216216216217,0.0,0.0,0.0,0.1891891891891892,1,2.0,java,yan74/afplib,AfplibFactoryImpl.convertFNCFntFlagsToString
1,1,4,2,1,0,0,0,0,8,9,0,3,39,5,3,1,207,146,61,12,0.7053140096618358,0.2946859903381642,0.004830917874396135,0.03864734299516908,0.18840579710144928,0.014492753623188406,0.01932367149758454,0.014492753623188406,0.057971014492753624,2,1.0,java,h2oai/h2o-3,RPC.tcp_ack
1,1,8,4,4,0,0,0,1,15,21,0,5,52,7,0,7,335,235,100,14,0.7014925373134329,0.29850746268656714,0.011940298507462687,0.04477611940298507,0.15522388059701492,0.0,0.023880597014925373,0.0,0.041791044776119404,5,1.0,java,alexa/alexa-skills-kit-sdk-for-java,SkillRequestSignatureVerifier.getAndVerifySigningCertificateChainUrl
1,1,2,1,2,0,0,0,1,2,2,2,1,16,3,2,3,130,89,41,12,0.6846153846153846,0.3153846153846154,0.015384615384615385,0.015384615384615385,0.12307692307692308,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.09230769230769231,3,1.0,java,gallandarakhneorg/afc,SubRoadNetwork.unwrap
1,1,4,2,0,1,0,0,1,4,4,2,0,16,2,3,1,87,59,28,10,0.6781609195402298,0.3218390804597701,0.011494252873563218,0.04597701149425287,0.1839080459770115,0.034482758620689655,0.04597701149425287,0.034482758620689655,0.11494252873563218,2,1.0,java,albfernandez/itext2,Document.setMarginMirroring
1,1,0,0,1,0,0,0,0,2,3,1,1,9,2,3,1,63,41,22,10,0.6507936507936508,0.3492063492063492,0.015873015873015872,0.031746031746031744,0.14285714285714285,0.047619047619047616,0.0,0.047619047619047616,0.15873015873015872,2,1.0,java,alkacon/opencms-core,CmsGalleryTreeEntry.addChild
1,3,4,2,0,0,0,0,1,3,4,0,0,15,1,0,1,97,67,30,9,0.6907216494845361,0.30927835051546393,0.0,0.030927835051546393,0.15463917525773196,0.0,0.041237113402061855,0.0,0.09278350515463918,1,3.0,java,burberius/eve-esi,DogmaApi.getDogmaEffectsEffectIdWithHttpInfo
1,1,2,1,1,0,0,0,1,9,11,1,0,33,2,10,0,159,106,53,9,0.6666666666666666,0.3333333333333333,0.006289308176100629,0.05660377358490566,0.20754716981132076,0.06289308176100629,0.012578616352201259,0.06289308176100629,0.05660377358490566,2,1.0,java,dita-ot/dita-ot,CopyToModule.getProcessingPipe
1,1,0,0,0,0,0,0,0,5,5,0,0,18,1,5,2,74,50,24,7,0.6756756756756757,0.32432432432432434,0.0,0.06756756756756757,0.24324324324324326,0.06756756756756757,0.0,0.06756756756756757,0.0945945945945946,1,1.0,java,spring-projects/spring-boot,ConfigurationPropertiesReportEndpoint.configureObjectMapper
2,2,0,0,0,0,0,0,2,3,4,0,0,10,2,0,0,115,73,42,15,0.6347826086956522,0.3652173913043478,0.0,0.02608695652173913,0.08695652173913043,0.0,0.0,0.0,0.13043478260869565,1,1.0,java,Azure/azure-sdk-for-java,ContainerGroupsInner.listByResourceGroupAsync
1,0,2,1,1,0,0,0,1,3,3,2,0,11,3,2,1,66,43,23,9,0.6515151515151515,0.3484848484848485,0.015151515151515152,0.045454545454545456,0.16666666666666666,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.13636363636363635,2,0.0,java,sebastiangraf/treetank,XPathParser.parseAttributeNameOrWildcard
1,1,22,11,7,0,0,0,2,29,34,7,9,94,13,13,12,530,361,169,16,0.6811320754716981,0.31886792452830187,0.013207547169811321,0.05471698113207547,0.17735849056603772,0.024528301886792454,0.04150943396226415,0.024528301886792454,0.03018867924528302,8,1.0,java,CenturyLinkCloud/mdw,ObjectAdapterActivity.getStubbedResponse
1,0,4,2,1,0,0,0,2,1,1,1,0,15,3,1,0,125,85,40,12,0.68,0.32,0.008,0.008,0.12,0.008,0.032,0.008,0.096,2,0.0,java,googleapis/api-client-staging,Version.getCreatedByBytes
1,3,0,0,0,0,0,0,1,1,1,0,0,8,1,0,1,40,28,12,6,0.7,0.3,0.0,0.025,0.2,0.0,0.0,0.0,0.15,1,3.0,java,gosu-lang/gosu-lang,ParserBase.match
1,3,2,1,0,0,0,0,1,9,9,1,0,28,1,5,5,142,98,44,9,0.6901408450704225,0.30985915492957744,0.0,0.06338028169014084,0.19718309859154928,0.035211267605633804,0.014084507042253521,0.035211267605633804,0.06338028169014084,1,3.0,java,deeplearning4j/deeplearning4j,SDLoss.sparseSoftmaxCrossEntropy
1,4,6,3,2,0,0,0,0,8,8,0,20,43,6,4,14,275,188,87,23,0.6836363636363636,0.31636363636363635,0.007272727272727273,0.02909090909090909,0.15636363636363637,0.014545454545454545,0.02181818181818182,0.014545454545454545,0.08363636363636363,3,4.0,java,Chorus-bdd/Chorus,HandlerManager.runLifecycleMethods
1,1,14,7,4,0,0,0,0,17,18,2,10,67,8,9,2,332,223,109,14,0.6716867469879518,0.32831325301204817,0.012048192771084338,0.05120481927710843,0.20180722891566266,0.02710843373493976,0.04216867469879518,0.02710843373493976,0.04216867469879518,5,1.0,java,mebigfatguy/fb-contrib,ExceptionSoftening.sawOpcode
1,2,2,1,2,0,0,0,1,5,6,0,6,29,3,0,2,146,98,48,18,0.6712328767123288,0.3287671232876712,0.0136986301369863,0.03424657534246575,0.19863013698630136,0.0,0.0136986301369863,0.0,0.1232876712328767,3,2.0,java,jenkinsci/jenkins,ACL.checkCreatePermission
1,0,0,0,1,0,0,0,1,16,16,0,0,41,5,8,6,214,149,65,13,0.6962616822429907,0.3037383177570093,0.004672897196261682,0.07476635514018691,0.19158878504672897,0.037383177570093455,0.0,0.037383177570093455,0.06074766355140187,2,0.0,java,jeremylong/DependencyCheck,AnalysisTask.call
1,1,0,0,1,0,0,0,1,0,1,2,1,6,3,2,2,59,39,20,9,0.6610169491525424,0.3389830508474576,0.01694915254237288,0.0,0.1016949152542373,0.03389830508474576,0.0,0.03389830508474576,0.15254237288135594,2,1.0,java,Azure/azure-sdk-for-java,JobScheduleExistsOptions.withOcpDate
1,0,4,2,0,1,0,0,1,7,7,1,1,19,2,1,1,113,75,38,11,0.6637168141592921,0.336283185840708,0.008849557522123894,0.061946902654867256,0.168141592920354,0.008849557522123894,0.035398230088495575,0.008849557522123894,0.09734513274336283,2,0.0,java,abel533/EasyXls,ExcelConfig.getNames
1,0,1,1,1,0,0,0,2,2,2,0,3,10,2,0,2,62,40,22,8,0.6451612903225806,0.3548387096774194,0.016129032258064516,0.03225806451612903,0.16129032258064516,0.0,0.016129032258064516,0.0,0.12903225806451613,2,0.0,java,micrometer-metrics/micrometer,Tags.and
1,2,8,4,4,0,0,0,0,14,15,3,2,46,7,10,7,265,176,89,19,0.6641509433962264,0.33584905660377357,0.01509433962264151,0.052830188679245285,0.17358490566037735,0.03773584905660377,0.03018867924528302,0.03773584905660377,0.07169811320754717,5,2.0,java,lastaflute/lastaflute,ExecuteArgAnalyzer.analyzeExecuteArg
1,1,12,6,0,0,0,0,1,8,11,1,0,30,3,3,2,199,134,65,11,0.6733668341708543,0.32663316582914576,0.0,0.04020100502512563,0.1507537688442211,0.01507537688442211,0.06030150753768844,0.01507537688442211,0.05527638190954774,1,1.0,java,xwiki/xwiki-commons,MavenBuildExtensionRepository.openStream
1,1,0,0,1,0,0,0,0,4,4,0,0,13,2,1,0,63,42,21,10,0.6666666666666666,0.3333333333333333,0.015873015873015872,0.06349206349206349,0.20634920634920634,0.015873015873015872,0.0,0.015873015873015872,0.15873015873015872,2,1.0,java,VoltDB/voltdb,Grantee.revoke
1,1,0,0,6,0,0,0,6,16,17,0,7,34,7,0,10,234,159,75,13,0.6794871794871795,0.32051282051282054,0.02564102564102564,0.06837606837606838,0.1452991452991453,0.0,0.0,0.0,0.05555555555555555,7,1.0,java,lesaint/damapping,CommonMethodsImpl.useQualifiedReference
1,2,0,0,0,0,0,0,0,5,5,0,0,17,1,3,2,76,54,22,9,0.7105263157894737,0.2894736842105263,0.0,0.06578947368421052,0.2236842105263158,0.039473684210526314,0.0,0.039473684210526314,0.11842105263157894,1,2.0,java,js-lib-com/commons,TextTemplate.put
1,3,24,12,2,0,0,0,0,13,18,1,18,71,10,7,15,488,329,159,19,0.6741803278688525,0.32581967213114754,0.004098360655737705,0.02663934426229508,0.14549180327868852,0.014344262295081968,0.04918032786885246,0.014344262295081968,0.0389344262295082,3,3.0,java,riversun/d6,D6CrudUpdateHelper.map
1,1,0,0,0,0,0,0,1,2,2,0,0,7,1,0,0,77,52,25,9,0.6753246753246753,0.3246753246753247,0.0,0.025974025974025976,0.09090909090909091,0.0,0.0,0.0,0.11688311688311688,1,1.0,java,palatable/lambda,State.zip
2,2,2,1,2,0,0,0,2,9,10,0,3,40,5,3,0,203,137,66,16,0.6748768472906403,0.3251231527093596,0.009852216748768473,0.04433497536945813,0.19704433497536947,0.014778325123152709,0.009852216748768473,0.014778325123152709,0.07881773399014778,3,1.0,java,mp911de/spinach,ClusterAwareNodeSupport.reloadNodes
1,0,6,6,1,0,0,0,1,17,16,6,3,61,3,0,16,304,203,101,15,0.6677631578947368,0.33223684210526316,0.003289473684210526,0.05592105263157895,0.20065789473684212,0.0,0.019736842105263157,0.0,0.049342105263157895,2,0.0,python,bcbio/bcbio-nextgen,_run_wham
1,0,4,4,4,0,0,0,1,2,2,4,0,25,5,0,11,138,98,40,9,0.7101449275362319,0.2898550724637681,0.028985507246376812,0.014492753623188406,0.18115942028985507,0.0,0.028985507246376812,0.0,0.06521739130434782,5,0.0,python,yyuu/botornado,AutoScaleConnection.get_all_policies
1,0,1,1,1,0,0,0,0,2,2,1,0,12,2,0,1,49,32,17,8,0.6530612244897959,0.3469387755102041,0.02040816326530612,0.04081632653061224,0.24489795918367346,0.0,0.02040816326530612,0.0,0.16326530612244897,2,0.0,python,KenjiTakahashi/td,Arg.add
1,0,0,0,2,0,0,0,1,5,5,0,1,22,5,0,3,106,69,37,10,0.6509433962264151,0.3490566037735849,0.018867924528301886,0.04716981132075472,0.20754716981132076,0.0,0.0,0.0,0.09433962264150944,3,0.0,python,SuryaSankar/flask-sqlalchemy-booster,QueryableMixin.add
1,0,11,11,5,3,0,0,2,21,21,11,0,81,15,0,7,344,227,117,16,0.6598837209302325,0.34011627906976744,0.023255813953488372,0.061046511627906974,0.23546511627906977,0.0,0.03197674418604651,0.0,0.046511627906976744,9,0.0,python,Microsoft/nni,GridSearchTuner.json2paramater
1,0,1,1,1,0,0,0,1,2,2,1,1,24,2,0,3,88,62,26,10,0.7045454545454546,0.29545454545454547,0.011363636363636364,0.022727272727272728,0.2727272727272727,0.0,0.011363636363636364,0.0,0.11363636363636363,2,0.0,python,bwohlberg/sporco,TVL1Deconv.cnst_A
1,0,5,5,3,0,1,0,1,9,9,5,0,36,6,0,7,170,111,59,13,0.6529411764705882,0.34705882352941175,0.023529411764705882,0.052941176470588235,0.21176470588235294,0.0,0.029411764705882353,0.0,0.07647058823529412,5,0.0,python,blockstack/pybitcoin,BitcoinKeypair.from_passphrase
1,0,2,2,1,1,0,0,1,2,2,2,0,17,3,0,3,73,49,24,11,0.6712328767123288,0.3287671232876712,0.0273972602739726,0.0273972602739726,0.2328767123287671,0.0,0.0273972602739726,0.0,0.1506849315068493,3,0.0,python,avelkoski/FRB,_convert
1,0,1,1,1,0,0,0,1,5,5,1,0,18,2,0,4,80,53,27,9,0.6625,0.3375,0.0125,0.0625,0.225,0.0,0.0125,0.0,0.1125,2,0.0,python,spyder-ide/spyder,ThumbnailScrollBar.save_all_figures_as
1,0,3,3,1,0,0,0,2,2,2,3,0,23,2,0,8,114,79,35,9,0.6929824561403509,0.30701754385964913,0.008771929824561403,0.017543859649122806,0.20175438596491227,0.0,0.02631578947368421,0.0,0.07894736842105263,2,0.0,python,brentp/cruzdb,ABase.cds
1,0,4,4,1,0,1,0,0,4,4,4,2,28,4,0,6,113,75,38,9,0.6637168141592921,0.336283185840708,0.017699115044247787,0.035398230088495575,0.24778761061946902,0.0,0.035398230088495575,0.0,0.07964601769911504,3,0.0,python,williballenthin/python-evtx,FileHeader.chunks
1,0,2,2,2,0,0,0,0,1,1,2,1,13,3,0,2,56,36,20,10,0.6428571428571429,0.35714285714285715,0.03571428571428571,0.017857142857142856,0.23214285714285715,0.0,0.03571428571428571,0.0,0.17857142857142858,3,0.0,python,KieranWynn/pyquaternion,Quaternion._normalise
1,0,26,26,8,3,0,0,3,32,32,26,22,210,25,0,55,996,681,315,15,0.6837349397590361,0.31626506024096385,0.01104417670682731,0.0321285140562249,0.21084337349397592,0.0,0.02610441767068273,0.0,0.015060240963855422,12,0.0,python,ArduPilot/MAVProxy,AsterixModule.idle_task
1,0,0,0,0,0,0,0,1,2,2,0,3,16,1,0,2,66,44,22,10,0.6666666666666666,0.3333333333333333,0.0,0.030303030303030304,0.24242424242424243,0.0,0.0,0.0,0.15151515151515152,1,0.0,python,lk-geimfari/mimesis,Random.uniform
1,0,1,1,0,0,0,0,1,2,1,1,0,19,1,0,1,75,50,25,10,0.6666666666666666,0.3333333333333333,0.0,0.02666666666666667,0.25333333333333335,0.0,0.013333333333333334,0.0,0.13333333333333333,1,0.0,python,CivicSpleen/ambry,SourceColumn.dict
1,0,10,10,2,0,0,0,1,11,11,10,0,133,3,0,10,469,330,139,12,0.7036247334754797,0.29637526652452023,0.0042643923240938165,0.023454157782515993,0.2835820895522388,0.0,0.021321961620469083,0.0,0.0255863539445629,3,0.0,python,Azure/blobxfer,EncryptionMetadata.convert_to_json_with_mac
1,0,1,1,3,1,0,0,4,5,5,1,0,22,6,0,9,116,77,39,9,0.6637931034482759,0.33620689655172414,0.034482758620689655,0.04310344827586207,0.1896551724137931,0.0,0.008620689655172414,0.0,0.07758620689655173,5,0.0,python,spacetelescope/stsci.tools,unlearn
1,0,2,2,0,0,0,0,1,2,2,2,0,14,1,0,2,57,39,18,7,0.6842105263157895,0.3157894736842105,0.0,0.03508771929824561,0.24561403508771928,0.0,0.03508771929824561,0.0,0.12280701754385964,1,0.0,python,fprimex/zdesk,ZendeskAPI.organization_field_show
2,0,0,0,0,0,0,0,2,2,2,0,0,18,2,0,4,84,59,25,10,0.7023809523809523,0.2976190476190476,0.0,0.023809523809523808,0.21428571428571427,0.0,0.0,0.0,0.11904761904761904,1,0.0,python,michaelpb/omnic,CommandParser.subcommand
1,0,1,1,0,0,0,0,1,2,2,1,0,12,1,0,1,43,29,14,8,0.6744186046511628,0.32558139534883723,0.0,0.046511627906976744,0.27906976744186046,0.0,0.023255813953488372,0.0,0.18604651162790697,1,0.0,python,ultrabug/py3status,Block.new_block
1,0,0,0,0,1,0,0,0,3,3,0,2,14,2,0,4,71,49,22,12,0.6901408450704225,0.30985915492957744,0.014084507042253521,0.04225352112676056,0.19718309859154928,0.0,0.0,0.0,0.16901408450704225,2,0.0,python,TrafficSenseMSD/SumoTools,vehicleTypes2flt
1,0,17,17,4,1,0,0,1,29,29,17,9,153,7,0,27,632,430,202,13,0.680379746835443,0.31962025316455694,0.007911392405063292,0.04588607594936709,0.24208860759493672,0.0,0.02689873417721519,0.0,0.020569620253164556,6,0.0,python,tensorflow/cleverhans,model_eval
1,0,2,2,0,0,0,0,1,3,3,2,0,15,1,0,1,51,35,16,7,0.6862745098039216,0.3137254901960784,0.0,0.058823529411764705,0.29411764705882354,0.0,0.0392156862745098,0.0,0.13725490196078433,1,0.0,python,benmoran56/esper,texture_from_image
1,0,4,4,3,1,1,0,0,11,11,4,1,47,10,0,8,231,152,79,17,0.658008658008658,0.341991341991342,0.021645021645021644,0.047619047619047616,0.20346320346320346,0.0,0.017316017316017316,0.0,0.0735930735930736,6,0.0,python,JamesPHoughton/pysd,Macro.initialize
1,0,0,0,3,0,0,0,1,9,9,0,2,33,4,0,3,143,92,51,11,0.6433566433566433,0.35664335664335667,0.02097902097902098,0.06293706293706294,0.23076923076923078,0.0,0.0,0.0,0.07692307692307693,4,0.0,python,Bystroushaak/BalancedDiscStorage,BalancedDiscStorage.delete_by_path
1,0,6,6,7,0,0,0,1,8,8,6,1,55,14,0,20,286,198,88,16,0.6923076923076923,0.3076923076923077,0.024475524475524476,0.027972027972027972,0.19230769230769232,0.0,0.02097902097902098,0.0,0.055944055944055944,8,0.0,python,SheffieldML/GPy,DescreteStateSpace._check_grad_measurement_matrices
1,0,1,1,1,0,0,0,2,4,4,1,1,13,2,0,3,75,48,27,9,0.64,0.36,0.013333333333333334,0.05333333333333334,0.17333333333333334,0.0,0.013333333333333334,0.0,0.12,2,0.0,python,jkwill87/mapi,has_provider_support
