function_count,parameter_count,variable_count,declaration_count,if_count,for_count,while_count,switch_count,return_count,call_count,argument_count,assignment_count,binary_expression_count,identifier_count,block_count,expression_count,literal_count,ast_nodes,leaf_nodes,internal_nodes,max_depth,leaf_ratio,internal_ratio,branch_density,call_density,identifier_density,expression_density,variable_density,statement_density,nesting_factor,cyclomatic_estimate,avg_parameters,LOC,language,task_id,task_idx
1,0,5,5,3,2,0,0,1,4,4,5,0,29,6,0,4,126,83,43,12,0.6587301587301587,0.3412698412698413,0.03968253968253968,0.031746031746031744,0.23015873015873015,0.0,0.03968253968253968,0.0,0.09523809523809523,6,0.0,12,python,Python/111,111
1,0,1,1,0,0,0,0,1,1,1,1,0,13,1,0,2,62,42,20,10,0.6774193548387096,0.3225806451612903,0.0,0.016129032258064516,0.20967741935483872,0.0,0.016129032258064516,0.0,0.16129032258064516,1,0.0,3,python,Python/112,112
1,0,2,2,0,1,0,0,1,7,6,2,9,22,2,0,7,119,78,41,17,0.6554621848739496,0.3445378151260504,0.008403361344537815,0.058823529411764705,0.18487394957983194,0.0,0.01680672268907563,0.0,0.14285714285714285,2,0.0,6,python,Python/113,113
1,0,6,6,2,1,0,0,1,2,1,6,0,23,4,0,5,90,61,29,9,0.6777777777777778,0.32222222222222224,0.03333333333333333,0.022222222222222223,0.25555555555555554,0.0,0.06666666666666667,0.0,0.1,4,0.0,12,python,Python/114,114
1,0,0,0,0,0,0,0,1,3,3,0,1,12,1,0,0,48,31,17,12,0.6458333333333334,0.3541666666666667,0.0,0.0625,0.25,0.0,0.0,0.0,0.25,1,0.0,3,python,Python/115,115
1,0,0,0,0,0,0,0,1,4,4,0,0,10,1,0,2,55,35,20,13,0.6363636363636364,0.36363636363636365,0.0,0.07272727272727272,0.18181818181818182,0.0,0.0,0.0,0.23636363636363636,1,0.0,2,python,Python/116,116
1,0,2,2,2,2,0,0,1,5,5,2,0,22,5,0,8,126,86,40,12,0.6825396825396826,0.31746031746031744,0.031746031746031744,0.03968253968253968,0.1746031746031746,0.0,0.015873015873015872,0.0,0.09523809523809523,5,0.0,10,python,Python/117,117
1,0,1,1,3,1,0,0,3,3,3,1,3,20,5,0,18,171,119,52,13,0.695906432748538,0.30409356725146197,0.023391812865497075,0.017543859649122806,0.11695906432748537,0.0,0.005847953216374269,0.0,0.07602339181286549,5,0.0,9,python,Python/118,118
2,0,5,5,2,1,0,0,3,2,2,5,4,24,6,0,15,138,94,44,12,0.6811594202898551,0.3188405797101449,0.021739130434782608,0.014492753623188406,0.17391304347826086,0.0,0.036231884057971016,0.0,0.08695652173913043,4,0.0,14,python,Python/119,119
1,0,1,1,1,0,0,0,2,1,1,1,0,10,2,0,1,48,31,17,7,0.6458333333333334,0.3541666666666667,0.020833333333333332,0.020833333333333332,0.20833333333333334,0.0,0.020833333333333332,0.0,0.14583333333333334,2,0.0,6,python,Python/120,120
1,0,0,0,0,0,0,0,1,2,2,0,2,10,1,0,4,52,34,18,11,0.6538461538461539,0.34615384615384615,0.0,0.038461538461538464,0.19230769230769232,0.0,0.0,0.0,0.21153846153846154,1,0.0,2,python,Python/121,121
1,0,0,0,0,0,0,0,1,3,2,0,0,11,1,0,1,47,31,16,12,0.6595744680851063,0.3404255319148936,0.0,0.06382978723404255,0.23404255319148937,0.0,0.0,0.0,0.2553191489361702,1,0.0,2,python,Python/122,122
1,0,4,4,3,0,1,0,1,3,3,4,6,19,7,0,10,111,71,40,11,0.6396396396396397,0.36036036036036034,0.036036036036036036,0.02702702702702703,0.17117117117117117,0.0,0.036036036036036036,0.0,0.0990990990990991,5,0.0,13,python,Python/123,123
1,0,3,3,4,0,0,0,6,5,5,3,0,30,7,0,27,194,133,61,10,0.6855670103092784,0.31443298969072164,0.020618556701030927,0.02577319587628866,0.15463917525773196,0.0,0.015463917525773196,0.0,0.05154639175257732,5,0.0,16,python,Python/124,124
1,0,0,0,1,0,0,0,3,6,6,0,1,17,4,0,6,112,71,41,16,0.6339285714285714,0.36607142857142855,0.008928571428571428,0.05357142857142857,0.15178571428571427,0.0,0.0,0.0,0.14285714285714285,2,0.0,7,python,Python/125,125
1,0,1,1,2,1,0,0,3,5,3,1,1,25,5,0,8,123,84,39,11,0.6829268292682927,0.3170731707317073,0.024390243902439025,0.04065040650406504,0.2032520325203252,0.0,0.008130081300813009,0.0,0.08943089430894309,4,0.0,10,python,Python/126,126
2,0,3,3,4,1,0,0,6,4,4,3,2,27,7,0,16,153,104,49,10,0.6797385620915033,0.3202614379084967,0.032679738562091505,0.026143790849673203,0.17647058823529413,0.0,0.0196078431372549,0.0,0.06535947712418301,6,0.0,16,python,Python/127,127
1,0,1,1,1,0,0,0,2,5,5,1,2,17,2,0,5,89,58,31,14,0.651685393258427,0.34831460674157305,0.011235955056179775,0.056179775280898875,0.19101123595505617,0.0,0.011235955056179775,0.0,0.15730337078651685,2,0.0,4,python,Python/128,128
1,0,5,5,6,3,0,0,1,11,11,5,9,59,11,0,13,258,173,85,16,0.6705426356589147,0.32945736434108525,0.03488372093023256,0.04263565891472868,0.22868217054263565,0.0,0.01937984496124031,0.0,0.06201550387596899,10,0.0,23,python,Python/129,129
1,0,1,1,2,1,0,0,2,3,3,1,10,19,5,0,14,121,81,40,14,0.6694214876033058,0.3305785123966942,0.024793388429752067,0.024793388429752067,0.15702479338842976,0.0,0.008264462809917356,0.0,0.11570247933884298,4,0.0,10,python,Python/130,130
1,0,4,4,2,1,0,0,2,2,2,4,2,17,5,0,7,79,52,27,9,0.6582278481012658,0.34177215189873417,0.0379746835443038,0.02531645569620253,0.21518987341772153,0.0,0.05063291139240506,0.0,0.11392405063291139,4,0.0,12,python,Python/131,131
1,0,5,5,2,2,0,0,1,6,6,5,0,33,6,0,6,140,93,47,10,0.6642857142857143,0.3357142857142857,0.02857142857142857,0.04285714285714286,0.2357142857142857,0.0,0.03571428571428571,0.0,0.07142857142857142,5,0.0,17,python,Python/132,132
1,0,1,1,0,1,0,0,1,1,1,1,1,11,2,0,2,43,28,15,9,0.6511627906976745,0.3488372093023256,0.023255813953488372,0.023255813953488372,0.2558139534883721,0.0,0.023255813953488372,0.0,0.20930232558139536,2,0.0,6,python,Python/133,133
1,0,1,1,0,0,0,0,1,4,4,1,0,10,1,0,7,70,46,24,12,0.6571428571428571,0.34285714285714286,0.0,0.05714285714285714,0.14285714285714285,0.0,0.014285714285714285,0.0,0.17142857142857143,1,0.0,3,python,Python/134,134
1,0,3,3,1,0,1,0,1,1,1,3,1,15,3,0,4,63,42,21,9,0.6666666666666666,0.3333333333333333,0.031746031746031744,0.015873015873015872,0.23809523809523808,0.0,0.047619047619047616,0.0,0.14285714285714285,3,0.0,8,python,Python/135,135
1,0,2,2,0,0,0,0,1,6,6,2,0,20,1,0,4,86,58,28,10,0.6744186046511628,0.32558139534883723,0.0,0.06976744186046512,0.23255813953488372,0.0,0.023255813953488372,0.0,0.11627906976744186,1,0.0,4,python,Python/136,136
1,0,3,3,3,0,0,0,2,8,8,3,0,29,4,0,5,128,86,42,9,0.671875,0.328125,0.0234375,0.0625,0.2265625,0.0,0.0234375,0.0,0.0703125,4,0.0,6,python,Python/137,137
1,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0,3,25,16,9,7,0.64,0.36,0.0,0.0,0.16,0.0,0.0,0.0,0.28,1,0.0,2,python,Python/138,138
1,0,2,2,0,1,0,0,1,1,1,2,1,12,2,0,4,46,32,14,7,0.6956521739130435,0.30434782608695654,0.021739130434782608,0.021739130434782608,0.2608695652173913,0.0,0.043478260869565216,0.0,0.15217391304347827,2,0.0,7,python,Python/139,139
1,0,4,4,3,0,1,0,1,1,1,4,10,39,9,0,17,196,131,65,16,0.6683673469387755,0.33163265306122447,0.02040816326530612,0.00510204081632653,0.1989795918367347,0.0,0.02040816326530612,0.0,0.08163265306122448,5,0.0,21,python,Python/140,140
1,0,3,3,5,0,0,0,6,6,6,3,0,23,6,0,18,189,125,64,10,0.6613756613756614,0.3386243386243386,0.026455026455026454,0.031746031746031744,0.12169312169312169,0.0,0.015873015873015872,0.0,0.05291005291005291,6,0.0,15,python,Python/141,141
1,0,1,1,1,1,0,0,1,6,6,1,5,24,5,0,8,123,80,43,12,0.6504065040650406,0.34959349593495936,0.016260162601626018,0.04878048780487805,0.1951219512195122,0.0,0.008130081300813009,0.0,0.0975609756097561,3,0.0,11,python,Python/142,142
1,0,4,4,3,2,0,0,1,8,8,4,1,26,6,0,9,132,86,46,12,0.6515151515151515,0.3484848484848485,0.03787878787878788,0.06060606060606061,0.19696969696969696,0.0,0.030303030303030304,0.0,0.09090909090909091,6,0.0,12,python,Python/143,143
1,0,4,4,1,0,0,0,2,7,7,4,4,26,2,0,4,110,72,38,9,0.6545454545454545,0.34545454545454546,0.00909090909090909,0.06363636363636363,0.23636363636363636,0.0,0.03636363636363636,0.0,0.08181818181818182,2,0.0,8,python,Python/144,144
2,0,4,4,1,0,0,0,2,4,4,4,2,24,3,0,6,106,71,35,11,0.6698113207547169,0.330188679245283,0.009433962264150943,0.03773584905660377,0.22641509433962265,0.0,0.03773584905660377,0.0,0.10377358490566038,2,0.0,8,python,Python/145,145
1,0,3,3,2,1,0,0,1,3,3,3,0,18,4,0,10,94,65,29,14,0.6914893617021277,0.30851063829787234,0.031914893617021274,0.031914893617021274,0.19148936170212766,0.0,0.031914893617021274,0.0,0.14893617021276595,4,0.0,9,python,Python/146,146
1,0,2,2,1,3,0,0,1,5,5,2,9,36,5,0,7,159,111,48,16,0.6981132075471698,0.3018867924528302,0.025157232704402517,0.031446540880503145,0.22641509433962265,0.0,0.012578616352201259,0.0,0.10062893081761007,5,0.0,9,python,Python/147,147
1,0,3,3,2,0,0,0,3,2,2,3,2,26,4,0,10,154,106,48,11,0.6883116883116883,0.3116883116883117,0.012987012987012988,0.012987012987012988,0.16883116883116883,0.0,0.01948051948051948,0.0,0.07142857142857142,3,0.0,10,python,Python/148,148
1,0,1,1,1,1,0,0,1,4,4,1,1,16,3,0,2,69,45,24,10,0.6521739130434783,0.34782608695652173,0.028985507246376812,0.057971014492753624,0.2318840579710145,0.0,0.014492753623188406,0.0,0.14492753623188406,3,0.0,7,python,Python/149,149
1,0,0,0,2,1,0,0,3,1,1,0,1,13,5,0,3,62,41,21,8,0.6612903225806451,0.3387096774193548,0.04838709677419355,0.016129032258064516,0.20967741935483872,0.0,0.0,0.0,0.12903225806451613,4,0.0,9,python,Python/150,150
1,0,0,0,0,0,0,0,1,2,2,0,2,10,1,0,5,60,39,21,12,0.65,0.35,0.0,0.03333333333333333,0.16666666666666666,0.0,0.0,0.0,0.2,1,0.0,2,python,Python/151,151
1,0,0,0,0,0,0,0,1,2,2,0,1,11,1,0,0,41,28,13,8,0.6829268292682927,0.3170731707317073,0.0,0.04878048780487805,0.2682926829268293,0.0,0.0,0.0,0.1951219512195122,1,0.0,2,python,Python/152,152
1,0,6,6,1,1,0,0,1,12,12,6,4,51,3,0,4,213,141,72,14,0.6619718309859155,0.3380281690140845,0.009389671361502348,0.056338028169014086,0.23943661971830985,0.0,0.028169014084507043,0.0,0.06572769953051644,3,0.0,10,python,Python/153,153
1,0,2,2,1,2,0,0,2,4,4,2,6,25,4,0,4,100,67,33,12,0.67,0.33,0.03,0.04,0.25,0.0,0.02,0.0,0.12,4,0.0,8,python,Python/154,154
1,0,2,2,1,1,0,0,1,3,3,2,1,14,4,0,6,71,47,24,10,0.6619718309859155,0.3380281690140845,0.028169014084507043,0.04225352112676056,0.19718309859154928,0.0,0.028169014084507043,0.0,0.14084507042253522,3,0.0,9,python,Python/155,155
1,0,5,5,0,0,2,0,1,1,1,5,1,22,3,0,30,176,135,41,9,0.7670454545454546,0.23295454545454544,0.011363636363636364,0.005681818181818182,0.125,0.0,0.028409090909090908,0.0,0.05113636363636364,3,0.0,15,python,Python/156,156
1,0,0,0,0,0,0,0,1,0,0,0,12,22,1,0,0,68,46,22,9,0.6764705882352942,0.3235294117647059,0.0,0.0,0.3235294117647059,0.0,0.0,0.0,0.1323529411764706,1,0.0,2,python,Python/157,157
1,0,0,0,0,0,0,0,1,3,3,0,0,10,1,0,1,49,32,17,15,0.6530612244897959,0.3469387755102041,0.0,0.061224489795918366,0.20408163265306123,0.0,0.0,0.0,0.30612244897959184,1,0.0,2,python,Python/158,158
1,0,0,0,1,0,0,0,2,0,0,0,3,12,3,0,1,54,37,17,9,0.6851851851851852,0.3148148148148148,0.018518518518518517,0.0,0.2222222222222222,0.0,0.0,0.0,0.16666666666666666,2,0.0,5,python,Python/159,159
1,0,1,1,0,1,0,0,1,4,4,1,1,17,2,0,2,68,46,22,9,0.6764705882352942,0.3235294117647059,0.014705882352941176,0.058823529411764705,0.25,0.0,0.014705882352941176,0.0,0.1323529411764706,2,0.0,5,python,Python/160,160
1,0,6,6,2,2,0,0,2,4,4,6,0,27,5,0,7,115,77,38,10,0.6695652173913044,0.33043478260869563,0.034782608695652174,0.034782608695652174,0.23478260869565218,0.0,0.05217391304347826,0.0,0.08695652173913043,5,0.0,15,python,Python/161,161
1,0,0,0,0,0,0,0,1,3,3,0,0,9,1,0,2,48,30,18,12,0.625,0.375,0.0,0.0625,0.1875,0.0,0.0,0.0,0.25,1,0.0,3,python,Python/162,162
1,0,2,2,0,0,0,0,1,5,5,2,2,19,1,0,5,78,55,23,9,0.7051282051282052,0.2948717948717949,0.0,0.0641025641025641,0.24358974358974358,0.0,0.02564102564102564,0.0,0.11538461538461539,1,0.0,4,python,Python/163,163
1,2,6,3,1,2,0,0,2,5,5,0,5,30,3,0,4,161,109,52,16,0.6770186335403726,0.32298136645962733,0.018633540372670808,0.031055900621118012,0.18633540372670807,0.0,0.037267080745341616,0.0,0.09937888198757763,4,2.0,13,java,Java/0,0
1,1,6,3,3,0,0,0,1,6,8,2,3,31,5,6,5,204,137,67,17,0.6715686274509803,0.3284313725490196,0.014705882352941176,0.029411764705882353,0.15196078431372548,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.08333333333333333,4,1.0,23,java,Java/1,1
1,1,0,0,0,0,0,0,1,0,0,0,1,8,1,0,0,50,32,18,7,0.64,0.36,0.0,0.0,0.16,0.0,0.0,0.0,0.14,1,1.0,7,java,Java/2,2
1,1,2,1,1,0,0,0,2,0,0,1,1,13,3,1,4,92,62,30,10,0.6739130434782609,0.32608695652173914,0.010869565217391304,0.0,0.14130434782608695,0.010869565217391304,0.021739130434782608,0.010869565217391304,0.10869565217391304,2,1.0,14,java,Java/3,3
1,1,6,3,0,0,0,0,1,3,3,2,3,27,3,2,0,139,93,46,12,0.6690647482014388,0.33093525179856115,0.0,0.02158273381294964,0.19424460431654678,0.014388489208633094,0.04316546762589928,0.014388489208633094,0.08633093525179857,1,1.0,16,java,Java/4,4
1,2,4,2,1,1,0,0,2,10,11,0,4,35,3,3,4,201,135,66,13,0.6716417910447762,0.3283582089552239,0.009950248756218905,0.04975124378109453,0.17412935323383086,0.014925373134328358,0.01990049751243781,0.014925373134328358,0.06467661691542288,3,2.0,16,java,Java/5,5
1,1,8,4,2,0,0,0,1,6,7,3,2,34,6,4,6,215,146,69,17,0.6790697674418604,0.3209302325581395,0.009302325581395349,0.027906976744186046,0.15813953488372093,0.018604651162790697,0.037209302325581395,0.018604651162790697,0.07906976744186046,3,1.0,24,java,Java/6,6
1,2,2,1,1,0,0,0,1,2,3,0,0,18,3,1,0,117,79,38,12,0.6752136752136753,0.3247863247863248,0.008547008547008548,0.017094017094017096,0.15384615384615385,0.008547008547008548,0.017094017094017096,0.008547008547008548,0.10256410256410256,2,2.0,13,java,Java/7,7
1,1,4,2,0,0,0,0,1,1,1,2,0,19,2,2,2,104,70,34,9,0.6730769230769231,0.3269230769230769,0.0,0.009615384615384616,0.18269230769230768,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.08653846153846154,1,1.0,13,java,Java/8,8
1,1,6,3,2,1,0,0,2,7,8,1,3,34,4,3,3,194,130,64,13,0.6701030927835051,0.32989690721649484,0.015463917525773196,0.03608247422680412,0.17525773195876287,0.015463917525773196,0.030927835051546393,0.015463917525773196,0.06701030927835051,4,1.0,19,java,Java/9,9
2,2,6,3,2,0,2,0,4,9,10,0,5,37,6,3,8,231,154,77,13,0.6666666666666666,0.3333333333333333,0.017316017316017316,0.03896103896103896,0.16017316017316016,0.012987012987012988,0.025974025974025976,0.012987012987012988,0.05627705627705628,5,1.0,29,java,Java/10,10
1,2,4,2,1,1,0,0,1,6,7,0,2,26,4,2,3,152,104,48,13,0.6842105263157895,0.3157894736842105,0.013157894736842105,0.039473684210526314,0.17105263157894737,0.013157894736842105,0.02631578947368421,0.013157894736842105,0.08552631578947369,3,2.0,15,java,Java/11,11
1,1,2,1,2,0,0,0,2,6,6,1,1,25,4,1,1,142,97,45,12,0.6830985915492958,0.31690140845070425,0.014084507042253521,0.04225352112676056,0.176056338028169,0.007042253521126761,0.014084507042253521,0.007042253521126761,0.08450704225352113,3,1.0,16,java,Java/12,12
1,2,0,0,3,0,0,0,4,2,2,0,8,25,5,0,2,133,89,44,11,0.6691729323308271,0.3308270676691729,0.022556390977443608,0.015037593984962405,0.18796992481203006,0.0,0.0,0.0,0.08270676691729323,4,2.0,17,java,Java/13,13
1,1,4,2,0,1,0,0,1,3,4,0,1,19,2,1,2,119,80,39,12,0.6722689075630253,0.3277310924369748,0.008403361344537815,0.025210084033613446,0.15966386554621848,0.008403361344537815,0.03361344537815126,0.008403361344537815,0.10084033613445378,2,1.0,11,java,Java/14,14
1,1,4,2,0,1,0,0,1,4,5,0,1,22,2,3,2,120,81,39,11,0.675,0.325,0.008333333333333333,0.03333333333333333,0.18333333333333332,0.025,0.03333333333333333,0.025,0.09166666666666666,2,1.0,13,java,Java/15,15
1,1,2,1,0,0,0,0,1,4,5,0,0,17,2,1,0,107,71,36,10,0.6635514018691588,0.3364485981308411,0.0,0.037383177570093455,0.1588785046728972,0.009345794392523364,0.018691588785046728,0.009345794392523364,0.09345794392523364,1,1.0,11,java,Java/16,16
1,1,4,2,0,0,0,1,1,4,5,0,0,21,2,3,7,166,111,55,13,0.6686746987951807,0.3313253012048193,0.0,0.024096385542168676,0.12650602409638553,0.018072289156626505,0.024096385542168676,0.018072289156626505,0.0783132530120482,1,1.0,16,java,Java/17,17
1,2,4,2,1,1,0,0,1,5,5,1,4,26,3,1,4,139,94,45,15,0.6762589928057554,0.3237410071942446,0.014388489208633094,0.03597122302158273,0.18705035971223022,0.007194244604316547,0.02877697841726619,0.007194244604316547,0.1079136690647482,3,2.0,13,java,Java/18,18
1,1,6,3,0,0,0,2,1,23,25,0,0,64,3,21,42,531,356,175,14,0.6704331450094162,0.3295668549905838,0.0,0.04331450094161959,0.12052730696798493,0.03954802259887006,0.011299435028248588,0.03954802259887006,0.026365348399246705,1,1.0,39,java,Java/19,19
1,1,8,4,1,2,0,0,1,21,22,1,7,68,4,7,6,322,220,102,18,0.6832298136645962,0.3167701863354037,0.009316770186335404,0.06521739130434782,0.2111801242236025,0.021739130434782608,0.024844720496894408,0.021739130434782608,0.055900621118012424,4,1.0,22,java,Java/20,20
1,1,6,3,0,0,0,0,1,3,4,0,3,25,2,1,0,143,95,48,13,0.6643356643356644,0.3356643356643357,0.0,0.02097902097902098,0.17482517482517482,0.006993006993006993,0.04195804195804196,0.006993006993006993,0.09090909090909091,1,1.0,13,java,Java/21,21
1,1,2,1,1,0,0,0,1,1,2,0,0,15,3,1,0,113,76,37,13,0.672566371681416,0.3274336283185841,0.008849557522123894,0.008849557522123894,0.13274336283185842,0.008849557522123894,0.017699115044247787,0.008849557522123894,0.11504424778761062,2,1.0,13,java,Java/22,22
1,1,0,0,0,0,0,0,1,1,1,0,0,9,1,0,0,52,34,18,8,0.6538461538461539,0.34615384615384615,0.0,0.019230769230769232,0.17307692307692307,0.0,0.0,0.0,0.15384615384615385,1,1.0,7,java,Java/23,23
1,1,2,1,1,1,0,0,2,0,0,0,4,14,3,0,4,92,61,31,11,0.6630434782608695,0.33695652173913043,0.021739130434782608,0.0,0.15217391304347827,0.0,0.021739130434782608,0.0,0.11956521739130435,3,1.0,12,java,Java/24,24
1,1,4,2,1,0,1,0,1,1,2,1,3,19,4,3,3,132,86,46,12,0.6515151515151515,0.3484848484848485,0.015151515151515152,0.007575757575757576,0.14393939393939395,0.022727272727272728,0.030303030303030304,0.022727272727272728,0.09090909090909091,3,1.0,17,java,Java/25,25
1,1,2,1,0,0,0,0,1,7,8,0,2,30,2,1,3,166,114,52,13,0.6867469879518072,0.3132530120481928,0.0,0.04216867469879518,0.18072289156626506,0.006024096385542169,0.012048192771084338,0.006024096385542169,0.0783132530120482,1,1.0,12,java,Java/26,26
1,1,4,2,1,1,0,0,1,10,11,0,1,34,4,2,1,167,115,52,16,0.688622754491018,0.31137724550898205,0.011976047904191617,0.059880239520958084,0.20359281437125748,0.011976047904191617,0.023952095808383235,0.011976047904191617,0.09580838323353294,3,1.0,15,java,Java/27,27
1,1,0,0,0,0,0,0,1,1,1,0,0,10,1,0,1,61,41,20,9,0.6721311475409836,0.32786885245901637,0.0,0.01639344262295082,0.16393442622950818,0.0,0.0,0.0,0.14754098360655737,1,1.0,7,java,Java/28,28
1,2,0,0,0,0,0,0,1,5,5,0,0,22,1,0,0,108,73,35,12,0.6759259259259259,0.32407407407407407,0.0,0.046296296296296294,0.2037037037037037,0.0,0.0,0.0,0.1111111111111111,1,2.0,8,java,Java/29,29
1,1,0,0,0,0,0,0,1,4,4,0,1,19,1,0,1,100,67,33,11,0.67,0.33,0.0,0.04,0.19,0.0,0.0,0.0,0.11,1,1.0,8,java,Java/30,30
1,1,2,1,2,1,0,0,3,0,0,0,4,14,4,0,6,104,70,34,11,0.6730769230769231,0.3269230769230769,0.028846153846153848,0.0,0.1346153846153846,0.0,0.019230769230769232,0.0,0.10576923076923077,4,1.0,15,java,Java/31,31
2,3,9,5,1,1,2,0,2,7,7,5,10,51,7,5,9,276,185,91,13,0.6702898550724637,0.32971014492753625,0.014492753623188406,0.025362318840579712,0.18478260869565216,0.018115942028985508,0.03260869565217391,0.018115942028985508,0.04710144927536232,5,1.5,31,java,Java/32,32
1,1,8,4,0,2,0,0,1,7,8,2,3,35,3,3,5,197,134,63,13,0.6802030456852792,0.3197969543147208,0.01015228426395939,0.03553299492385787,0.17766497461928935,0.015228426395939087,0.04060913705583756,0.015228426395939087,0.06598984771573604,3,1.0,16,java,Java/33,33
1,1,2,1,0,0,0,0,1,1,3,0,0,13,1,1,0,97,63,34,12,0.6494845360824743,0.35051546391752575,0.0,0.010309278350515464,0.13402061855670103,0.010309278350515464,0.020618556701030927,0.010309278350515464,0.12371134020618557,1,1.0,9,java,Java/34,34
1,1,0,0,0,0,0,0,1,1,1,0,0,10,1,0,0,58,38,20,8,0.6551724137931034,0.3448275862068966,0.0,0.017241379310344827,0.1724137931034483,0.0,0.0,0.0,0.13793103448275862,1,1.0,7,java,Java/35,35
1,1,6,3,2,1,0,0,1,2,2,1,7,24,5,1,7,157,104,53,15,0.6624203821656051,0.3375796178343949,0.01910828025477707,0.012738853503184714,0.15286624203821655,0.006369426751592357,0.03821656050955414,0.006369426751592357,0.09554140127388536,4,1.0,18,java,Java/36,36
1,1,8,4,0,2,0,0,1,7,8,2,3,35,3,3,5,197,134,63,13,0.6802030456852792,0.3197969543147208,0.01015228426395939,0.03553299492385787,0.17766497461928935,0.015228426395939087,0.04060913705583756,0.015228426395939087,0.06598984771573604,3,1.0,16,java,Java/37,37
2,2,6,3,1,2,0,0,2,16,17,1,5,51,5,2,8,272,188,84,16,0.6911764705882353,0.3088235294117647,0.011029411764705883,0.058823529411764705,0.1875,0.007352941176470588,0.022058823529411766,0.007352941176470588,0.058823529411764705,4,1.0,24,java,Java/38,38
1,1,9,5,3,1,1,0,1,2,2,4,8,34,6,4,11,198,133,65,14,0.6717171717171717,0.3282828282828283,0.025252525252525252,0.010101010101010102,0.1717171717171717,0.020202020202020204,0.045454545454545456,0.020202020202020204,0.0707070707070707,6,1.0,25,java,Java/39,39
1,1,6,3,1,3,0,0,2,6,6,0,8,33,5,0,6,186,127,59,18,0.6827956989247311,0.3172043010752688,0.021505376344086023,0.03225806451612903,0.1774193548387097,0.0,0.03225806451612903,0.0,0.0967741935483871,5,1.0,16,java,Java/40,40
1,1,0,0,0,0,0,0,1,0,0,0,1,9,1,0,0,50,32,18,7,0.64,0.36,0.0,0.0,0.18,0.0,0.0,0.0,0.14,1,1.0,7,java,Java/41,41
1,1,0,0,0,0,0,0,1,4,4,0,1,19,1,0,1,100,67,33,11,0.67,0.33,0.0,0.04,0.19,0.0,0.0,0.0,0.11,1,1.0,8,java,Java/42,42
1,1,4,2,1,2,0,0,2,4,4,0,5,24,4,0,5,144,98,46,15,0.6805555555555556,0.3194444444444444,0.020833333333333332,0.027777777777777776,0.16666666666666666,0.0,0.027777777777777776,0.0,0.10416666666666667,4,1.0,14,java,Java/43,43
1,2,2,1,0,0,1,0,1,4,5,1,2,21,2,2,1,113,75,38,13,0.6637168141592921,0.336283185840708,0.008849557522123894,0.035398230088495575,0.18584070796460178,0.017699115044247787,0.017699115044247787,0.017699115044247787,0.11504424778761062,2,2.0,12,java,Java/44,44
1,2,0,0,0,0,0,0,1,0,0,0,2,10,1,0,1,58,37,21,8,0.6379310344827587,0.3620689655172414,0.0,0.0,0.1724137931034483,0.0,0.0,0.0,0.13793103448275862,1,2.0,7,java,Java/45,45
1,1,4,2,1,1,0,0,2,12,13,0,5,38,3,6,12,218,148,70,15,0.6788990825688074,0.3211009174311927,0.009174311926605505,0.05504587155963303,0.1743119266055046,0.027522935779816515,0.01834862385321101,0.027522935779816515,0.06880733944954129,3,1.0,19,java,Java/46,46
1,1,2,1,1,0,0,0,2,8,8,0,8,26,3,1,6,162,109,53,17,0.6728395061728395,0.3271604938271605,0.006172839506172839,0.04938271604938271,0.16049382716049382,0.006172839506172839,0.012345679012345678,0.006172839506172839,0.10493827160493827,2,1.0,13,java,Java/47,47
1,1,2,1,1,1,0,0,2,4,4,0,4,20,3,0,4,116,79,37,16,0.6810344827586207,0.31896551724137934,0.017241379310344827,0.034482758620689655,0.1724137931034483,0.0,0.017241379310344827,0.0,0.13793103448275862,3,1.0,12,java,Java/48,48
1,2,4,2,0,1,0,0,1,0,0,1,3,17,2,1,3,98,64,34,12,0.6530612244897959,0.3469387755102041,0.01020408163265306,0.0,0.17346938775510204,0.01020408163265306,0.04081632653061224,0.01020408163265306,0.12244897959183673,2,2.0,11,java,Java/49,49
2,2,4,2,0,0,0,0,2,6,8,0,8,27,4,2,4,208,141,67,18,0.6778846153846154,0.32211538461538464,0.0,0.028846153846153848,0.12980769230769232,0.009615384615384616,0.019230769230769232,0.009615384615384616,0.08653846153846154,1,1.0,21,java,Java/50,50
1,1,2,1,1,0,0,0,1,5,6,0,1,20,3,1,2,122,83,39,14,0.680327868852459,0.319672131147541,0.00819672131147541,0.040983606557377046,0.16393442622950818,0.00819672131147541,0.01639344262295082,0.00819672131147541,0.11475409836065574,2,1.0,13,java,Java/51,51
1,2,0,0,1,0,0,0,2,0,0,0,1,12,3,0,2,83,56,27,10,0.6746987951807228,0.3253012048192771,0.012048192771084338,0.0,0.14457831325301204,0.0,0.0,0.0,0.12048192771084337,2,2.0,12,java,Java/52,52
1,2,0,0,0,0,0,0,1,0,0,0,1,10,1,0,0,55,35,20,7,0.6363636363636364,0.36363636363636365,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.12727272727272726,1,2.0,7,java,Java/53,53
1,2,4,2,0,0,0,0,1,5,7,0,0,25,3,2,0,154,104,50,10,0.6753246753246753,0.3246753246753247,0.0,0.032467532467532464,0.16233766233766234,0.012987012987012988,0.025974025974025976,0.012987012987012988,0.06493506493506493,1,2.0,15,java,Java/54,54
